habitaciones,banos,zona,localizacion,precio,superficie_construida_m2,superficie_parcela_m2
9,6,Noreste,Artá,,523.0,709800.0
4,3,Suroeste,Port Andratx,4950000.0,387.0,1308.0
2,2,Palma,Santa Catalina,1290000.0,110.0,0.0
0,0,Norte,Pollensa,1300000.0,0.0,90300.0
4,3,Norte,Puerto Alcudia - Alcanada,1650000.0,240.0,412.0
6,5,Central,Lloret de Vista Alegre,2650000.0,861.0,6017.0
0,0,Sureste,Cala Murada,440000.0,0.0,3000.0
3,3,Norte,Alcudia,620000.0,101.0,416.0
2,2,Palma,Son Espanyolet,465000.0,71.0,0.0
3,3,Norte,Alcudia,398000.0,270.0,200.0
7,8,Son Vida & Palma Alrededores,Son Vida,19995000.0,1153.0,2744.0
0,0,Sureste,Cas Concos,1250000.0,0.0,30100.0
5,6,Suroeste,Santa Ponsa,13800000.0,664.0,1230.0
2,2,Palma,El Terreno,895000.0,123.0,0.0
7,8,Sureste,Santanyí,7500000.0,808.0,20400.0
0,0,Suroeste,Port Andratx,9800000.0,0.0,2050.0
5,5,Suroeste,Port Andratx,6950000.0,650.0,1089.0
5,5,Sur,Sa Torre,6900000.0,374.0,1253.0
4,3,Sureste,Alquería Blanca,2800000.0,537.0,3800.0
4,2,Suroeste,Costa de la Calma,2290000.0,200.0,1035.0
10,16,Son Vida & Palma Alrededores,Puigpunyent & Galilea,24000000.0,4000.0,630000.0
2,2,Palma,Paseo Marítimo,1090000.0,90.0,0.0
4,2,Norte,Campanet,1090000.0,192.0,635.0
5,5,Suroeste,Port Andratx,9800000.0,354.0,2050.0
4,4,Suroeste,Calvià,1795000.0,370.0,0.0
2,2,Noreste,Cala Ratjada,950000.0,157.0,0.0
2,2,Suroeste,Cala Major,695000.0,90.0,0.0
4,3,Palma,Portixol & Molinar,,292.0,0.0
3,2,Sur,Puig de Ros,890000.0,258.0,350.0
3,2,Norte,Muro,410000.0,134.0,111.0
4,1,Norte,Pollensa,890000.0,86.0,7718.0
3,3,Noreste,Son Servera,1900000.0,190.0,470.0
5,4,Son Vida & Palma Alrededores,Son Vida,4690000.0,501.0,2600.0
4,5,Suroeste,Camp de Mar,11500000.0,667.0,1426.0
0,0,Central,Maria de la Salut,270000.0,0.0,28300.0
2,2,Palma,La Bonanova,849000.0,102.0,0.0
0,0,Central,Selva,895000.0,0.0,21400.0
5,7,Oeste,Sóller,5950000.0,730.0,402.0
0,0,Noreste,Colonia de St. Pere,580000.0,0.0,405.0
1,1,Sur,Maioris Décima,270000.0,55.0,0.0
0,0,Sureste,Sa Rapita,305000.0,0.0,756.0
8,10,Oeste,Valldemossa,12950000.0,1092.0,23600.0
4,3,Central,Portol,3300000.0,287.0,14100.0
0,0,Central,Montuiri,850000.0,0.0,34800.0
3,3,Suroeste,Santa Ponsa,3650000.0,141.0,0.0
4,3,Sur,Puig de Ros,1290000.0,170.0,355.0
0,0,Sur,Bahía Grande / Bahía Azul,450000.0,0.0,810.0
0,0,Suroeste,Port Andratx,8500000.0,0.0,1750.0
4,3,Suroeste,Costa d'en Blanes,1850000.0,221.0,1440.0
5,0,Son Vida & Palma Alrededores,Son Vida,11400000.0,1045.0,2104.0
3,3,Palma,Palma Catedral - Casco Antiguo,2550000.0,232.0,0.0
2,2,Noreste,Cala Ratjada,950000.0,153.0,0.0
1,1,Palma,El Terreno,420000.0,38.0,0.0
4,2,Sureste,Portopetro,1900000.0,140.0,540.0
3,4,Oeste,Deià,1000000.0,280.0,0.0
4,5,Norte,Sa Pobla,2400000.0,299.0,1053.0
9,9,Suroeste,Santa Ponsa,34450000.0,743.0,5325.0
0,0,Son Vida & Palma Alrededores,Son Vida,4600000.0,0.0,2081.0
4,3,Oeste,Deià,5950000.0,279.0,25000.0
3,3,Suroeste,Santa Ponsa,1390000.0,208.0,0.0
3,3,Oeste,Sóller,1350000.0,186.0,131.0
2,2,Suroeste,Santa Ponsa,670000.0,114.0,0.0
5,5,Palma,Genova,2750000.0,270.0,488.0
4,2,Suroeste,Santa Ponsa,2150000.0,146.0,0.0
3,2,Suroeste,Bendinat,1495000.0,107.0,0.0
2,2,Suroeste,Bendinat,1450000.0,103.0,0.0
5,6,Son Vida & Palma Alrededores,Son Vida,5950000.0,827.0,2806.0
2,2,Suroeste,Port Andratx,890000.0,103.0,0.0
4,3,Suroeste,Santa Ponsa,1970000.0,155.0,0.0
4,4,Central,Alaró,1850000.0,280.0,150.0
4,4,Suroeste,Camp de Mar,5500000.0,508.0,1828.0
0,0,Noreste,Manacor,450000.0,0.0,32000.0
5,5,Sur,Bahía Grande / Bahía Azul,2980000.0,388.0,1570.0
3,2,Sureste,Cala Llombards,2995000.0,217.0,1182.0
2,1,Palma,Portixol & Molinar,585000.0,77.0,0.0
2,2,Palma,Portixol & Molinar,1100000.0,83.0,0.0
3,2,Central,Santa María,1250000.0,205.0,0.0
3,2,Noreste,Manacor,2100000.0,410.0,15600.0
3,3,Sureste,Campos,685000.0,144.0,127.0
3,3,Sureste,Campos,685000.0,144.0,127.0
3,3,Central,Lloseta,1200000.0,271.0,419.0
3,3,Noreste,Son Carrio,1850000.0,190.0,7535.0
3,3,Central,Maria de la Salut,1200000.0,146.0,688.0
4,6,Central,Sineu,3450000.0,466.0,17000.0
2,2,Palma,Palma City Centre,1095000.0,86.0,0.0
0,0,Central,Lloret de Vista Alegre,850000.0,0.0,16000.0
4,4,Central,San Juan,1850000.0,378.0,17000.0
2,1,Suroeste,Palmanova,650000.0,84.0,0.0
3,3,Palma,San Agustin,2225000.0,144.0,0.0
3,3,Palma,San Agustin,3485000.0,191.0,0.0
3,3,Palma,San Agustin,4250000.0,212.0,0.0
0,0,Noreste,Porto Cristo,2160000.0,0.0,900.0
2,3,Palma,Palma Catedral - Casco Antiguo,995000.0,183.0,0.0
6,5,Suroeste,Bendinat,9000000.0,574.0,1251.0
3,2,Norte,Pollensa,670000.0,165.0,111.0
2,2,Palma,Palma Catedral - Casco Antiguo,1250000.0,134.0,0.0
2,2,Noreste,Manacor,1500000.0,110.0,25000.0
3,3,Norte,Puerto Alcudia - Alcanada,1250000.0,241.0,455.0
4,4,Suroeste,Cala Vinyes,2495000.0,300.0,1255.0
0,0,Central,Montuiri,479000.0,0.0,14700.0
5,3,Central,Santa María,1900000.0,407.0,7000.0
7,7,Sur,Llucmajor,1900000.0,339.0,7867.0
3,2,Suroeste,Cas Catalá,1500000.0,95.0,0.0
3,2,Suroeste,Illetas,1600000.0,71.0,0.0
5,4,Sureste,Portocolom,3950000.0,370.0,28000.0
3,2,Suroeste,Paguera,1590000.0,114.0,0.0
3,2,Palma,Playa de Palma & Arenal,490000.0,106.0,0.0
3,5,Sureste,Portocolom,2290000.0,214.0,628.0
4,3,Suroeste,S'Arraco,4300000.0,227.0,6041.0
3,2,Central,Ariany,950000.0,407.0,466.0
3,3,Central,Montuiri,1895000.0,221.0,14700.0
4,4,Suroeste,Portals,8950000.0,387.0,874.0
3,3,Noreste,Cala Ratjada,875000.0,168.0,0.0
3,3,Sureste,Sa Rapita,1730000.0,345.0,812.0
3,2,Sur,Llucmajor,875000.0,443.0,12800.0
4,4,Sureste,Santanyí,4200000.0,318.0,300.0
5,4,Oeste,Valldemossa,13000000.0,986.0,2692.0
4,4,Noreste,Son Servera,2250000.0,250.0,7100.0
5,6,Suroeste,Costa de la Calma,7500000.0,590.0,2429.0
3,2,Oeste,Puerto de Sóller,890000.0,95.0,0.0
3,2,Oeste,Puerto de Sóller,875000.0,95.0,0.0
3,2,Oeste,Puerto de Sóller,990000.0,117.0,0.0
9,10,Noreste,Costa de Los Pinos,,993.0,6012.0
0,0,Noreste,Son Carrio,393750.0,0.0,17500.0
2,2,Central,Inca,1750000.0,138.0,3525.0
3,2,Palma,Santa Catalina,1650000.0,110.0,0.0
4,3,Palma,Paseo Marítimo,2250000.0,161.0,0.0
3,3,Sur,Llucmajor,740000.0,251.0,2300.0
4,3,Oeste,Valldemossa,2175000.0,400.0,840.0
2,2,Suroeste,Port Andratx,1690000.0,83.0,0.0
3,3,Noreste,Colonia de St. Pere,1270000.0,369.0,434.0
12,11,Central,Llubí,5500000.0,730.0,61500.0
4,4,Suroeste,Bendinat,7475000.0,423.0,810.0
5,6,Suroeste,Costa d'en Blanes,7495000.0,468.0,1374.0
0,0,Sureste,Campos,1500000.0,0.0,233300.0
5,5,Son Vida & Palma Alrededores,Son Vida,5490000.0,600.0,2000.0
2,2,Suroeste,Santa Ponsa,1085000.0,90.0,0.0
4,3,Suroeste,Santa Ponsa,1750000.0,300.0,1099.0
6,6,Noreste,Artá,2880000.0,270.0,705.0
5,7,Central,Santa María,16200000.0,700.0,14200.0
4,3,Sur,Sa Torre,2995000.0,407.0,1000.0
2,2,Suroeste,Port Andratx,1290000.0,96.0,0.0
3,2,Palma,Son Armadams,1040000.0,120.0,0.0
3,2,Suroeste,Port Andratx,1295000.0,144.0,0.0
0,0,Son Vida & Palma Alrededores,Son Vida,3000000.0,0.0,4558.0
2,2,Noreste,Cala Ratjada,569000.0,85.0,0.0
3,4,Suroeste,Bendinat,1995000.0,136.0,0.0
4,4,Suroeste,Port Andratx,6250000.0,313.0,1736.0
3,3,Sureste,Santanyí,3495000.0,332.0,370.0
4,3,Sureste,Santanyí,1490000.0,255.0,1042.0
0,0,Noreste,Canyamel,995000.0,0.0,1200.0
4,3,Sureste,Es Llombards,1350000.0,323.0,308.0
5,4,Oeste,Valldemossa,3700000.0,422.0,1016.0
4,2,Suroeste,Bendinat,1650000.0,129.0,0.0
2,1,Central,Marratxi,499000.0,80.0,0.0
3,2,Oeste,Puerto de Sóller,1090000.0,98.0,0.0
3,2,Oeste,Puerto de Sóller,940000.0,102.0,0.0
4,2,Central,Alaró,980000.0,278.0,1486.0
4,4,Central,Bunyola,5750000.0,362.0,23000.0
5,5,Suroeste,Port Andratx,7900000.0,838.0,1022.0
3,3,Sureste,Sa Rapita,875000.0,105.0,0.0
3,4,Noreste,Capdepera,4000000.0,238.0,16200.0
6,2,Sur,Llucmajor,7000000.0,1390.0,1847400.0
8,7,Noreste,Costa de Los Pinos,4500000.0,612.0,1403.0
8,8,Son Vida & Palma Alrededores,Son Vida,21000000.0,1500.0,4250.0
0,0,Central,San Juan,249000.0,0.0,17800.0
3,2,Sur,Cala Pi,2400000.0,134.0,661.0
3,2,Oeste,Sóller,780000.0,171.0,65.0
4,3,Central,Inca,1290000.0,353.0,7030.0
5,5,Suroeste,Camp de Mar,2900000.0,176.0,1460.0
3,2,Palma,Santa Catalina,1750000.0,216.0,0.0
5,5,Norte,Pollensa,2500000.0,295.0,5197.0
0,0,Central,Bunyola,2300000.0,0.0,23200.0
3,3,Suroeste,Cas Catalá,2550000.0,295.0,374.0
4,5,Suroeste,Santa Ponsa,5450000.0,402.0,1156.0
6,6,Central,Bunyola,14500000.0,686.0,23400.0
5,6,Noreste,Canyamel,4500000.0,544.0,887.0
3,2,Sur,Llucmajor,795000.0,146.0,14900.0
1,1,Palma,Paseo Marítimo,435000.0,47.0,0.0
5,6,Sureste,Campos,2150000.0,339.0,16800.0
2,2,Palma,Es Forti,695000.0,84.0,0.0
4,4,Noreste,Port Verd,6250000.0,356.0,1235.0
3,2,Suroeste,S'Arraco,945000.0,154.0,202.0
3,3,Central,Alaró,1050000.0,166.0,162.0
3,2,Oeste,Puerto de Sóller,1590000.0,151.0,0.0
3,3,Noreste,Porto Cristo,4300000.0,294.0,410.0
6,5,Sur,Llucmajor,2000000.0,606.0,23300.0
0,0,Central,Portol,1190000.0,0.0,14300.0
4,3,Son Vida & Palma Alrededores,Esporles,1250000.0,285.0,1027.0
4,4,Son Vida & Palma Alrededores,Puigpunyent & Galilea,1700000.0,343.0,1047.0
6,2,Noreste,Son Servera,1350000.0,251.0,5909.0
0,0,Norte,Sa Pobla,197000.0,0.0,21800.0
3,4,Noreste,Costa de Los Pinos,3300000.0,443.0,1467.0
4,4,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2500000.0,319.0,7521.0
3,3,Noreste,Artá,890000.0,240.0,23000.0
5,3,Suroeste,Cala Vinyes,1295000.0,174.0,0.0
0,0,Central,Puntiró,890000.0,0.0,7500.0
4,4,Central,Puntiró,5950000.0,584.0,7500.0
1,1,Palma,Playa de Palma & Arenal,399000.0,57.0,0.0
5,3,Noreste,Canyamel,,235.0,3110.0
4,4,Central,Marratxi,3250000.0,439.0,21100.0
4,5,Suroeste,Santa Ponsa,2800000.0,410.0,1400.0
3,3,Norte,Pollensa,689000.0,144.0,91.0
6,7,Sur,Llucmajor,2400000.0,443.0,15100.0
2,2,Palma,Palma Catedral - Casco Antiguo,985000.0,126.0,0.0
2,2,Noreste,Son Servera,675000.0,119.0,80.0
2,2,Noreste,Son Servera,675000.0,123.0,93.0
3,2,Palma,Palma Catedral - Casco Antiguo,1195000.0,172.0,0.0
4,3,Central,Son Gual,2640000.0,403.0,2006.0
5,4,Suroeste,Santa Ponsa,4950000.0,342.0,1249.0
4,4,Palma,Palma Catedral - Casco Antiguo,1895000.0,250.0,0.0
4,3,Noreste,Son Servera,1090000.0,200.0,232.0
2,2,Palma,Santa Catalina,850000.0,152.0,0.0
0,0,Norte,Muro,240000.0,0.0,17100.0
3,4,Norte,Puerto Alcudia - Alcanada,3195000.0,270.0,470.0
0,0,Central,Moscari,450000.0,0.0,20600.0
4,3,Sur,Puig de Ros,1065000.0,164.0,300.0
4,3,Sur,Puig de Ros,1085000.0,164.0,300.0
4,3,Sur,Puig de Ros,1065000.0,164.0,300.0
4,3,Sur,Puig de Ros,1040000.0,164.0,300.0
4,3,Sur,Puig de Ros,1045000.0,164.0,300.0
4,3,Sur,Puig de Ros,1045000.0,164.0,300.0
4,5,Noreste,Canyamel,3995000.0,671.0,1092.0
0,0,Noreste,Costa de Los Pinos,850000.0,0.0,1538.0
3,3,Palma,Palma Catedral - Casco Antiguo,3250000.0,185.0,0.0
3,3,Norte,Can Picafort,1200000.0,234.0,350.0
3,3,Norte,Can Picafort,1150000.0,231.0,217.0
3,3,Norte,Can Picafort,1200000.0,234.0,350.0
4,4,Suroeste,Port Andratx,4750000.0,276.0,1000.0
3,3,Norte,Campanet,2150000.0,187.0,6566.0
0,0,Suroeste,Port Andratx,3250000.0,0.0,1672.0
0,0,Central,Ariany,990000.0,0.0,207800.0
4,3,Palma,El Terreno,6500000.0,378.0,0.0
4,4,Sur,Llucmajor,3900000.0,285.0,21100.0
4,4,Suroeste,Costa d'en Blanes,8500000.0,690.0,1045.0
3,3,Oeste,Deià,2100000.0,227.0,220.0
5,2,Oeste,Sóller,1045000.0,197.0,440.0
4,4,Suroeste,Capdella,2950000.0,362.0,843.0
5,5,Palma,El Terreno,10000000.0,601.0,890.0
3,2,Palma,San Agustin,1350000.0,140.0,0.0
4,4,Suroeste,Santa Ponsa,3800000.0,224.0,1440.0
4,3,Central,Selva,845000.0,282.0,193.0
5,6,Palma,La Bonanova,3500000.0,482.0,700.0
4,4,Norte,Puerto Alcudia,2850000.0,290.0,420.0
7,3,Oeste,Sóller,875000.0,230.0,113.0
6,10,Palma,Portixol & Molinar,14900000.0,930.0,0.0
3,3,Suroeste,Port Andratx,4450000.0,192.0,1430.0
4,3,Central,Llubí,895000.0,464.0,20700.0
3,3,Oeste,Sóller,800000.0,220.0,127.0
6,3,Noreste,Son Servera,2655000.0,301.0,92300.0
3,3,Noreste,Porto Cristo,799000.0,190.0,0.0
0,0,Noreste,Manacor,890000.0,0.0,28000.0
5,7,Norte,Alcudia,7500000.0,304.0,31500.0
2,1,Palma,Palma Catedral - Casco Antiguo,525000.0,85.0,0.0
3,2,Palma,Palma Catedral - Casco Antiguo,2210000.0,129.0,0.0
3,3,Palma,Son Espanyolet,1500000.0,197.0,0.0
3,3,Palma,Son Espanyolet,1500000.0,150.0,0.0
5,5,Sureste,Felanitx,4900000.0,476.0,20600.0
2,2,Palma,Palma Catedral - Casco Antiguo,3190000.0,186.0,0.0
4,1,Central,Binissalem,1500000.0,784.0,1828.0
5,5,Sur,Llucmajor,2590000.0,431.0,17100.0
4,4,Norte,Campanet,540000.0,224.0,274.0
3,4,Noreste,Manacor,1750000.0,973.0,403100.0
3,3,Oeste,Deià,3590000.0,280.0,1747.0
2,2,Palma,Portixol & Molinar,895000.0,82.0,0.0
0,0,Norte,Puerto Alcudia - Alcanada,1195000.0,0.0,600.0
2,2,Palma,Palma Catedral - Casco Antiguo,2000000.0,129.0,0.0
5,3,Central,Santa María,2500000.0,424.0,10654.0
3,3,Palma,Palma Catedral - Casco Antiguo,3150000.0,199.0,0.0
0,0,Central,Santa María,1600000.0,459.0,3732.0
2,2,Suroeste,Port Andratx,3250000.0,141.0,0.0
3,3,Central,Alaró,2200000.0,380.0,986.0
4,5,Sureste,Cala Llombards,6200000.0,455.0,17800.0
0,0,Norte,Pollensa,1500000.0,0.0,44500.0
5,5,Suroeste,Port Andratx,13900000.0,628.0,1054.0
4,7,Sureste,Santanyí,4300000.0,439.0,428.0
5,3,Palma,Son Dameto,1050000.0,186.0,0.0
4,6,Central,Bunyola,9000000.0,441.0,35900.0
4,6,Central,Bunyola,8000000.0,732.0,35500.0
4,5,Central,Bunyola,11000000.0,890.0,57100.0
5,8,Central,Santa María,8250000.0,640.0,15100.0
4,3,Palma,Palma Catedral - Casco Antiguo,1395000.0,141.0,0.0
0,0,Norte,Pollensa,1165000.0,0.0,24900.0
0,0,Suroeste,Port Andratx,2495000.0,0.0,882.0
4,3,Palma,La Bonanova,2400000.0,303.0,657.0
6,5,Central,Mancor del Valle,849000.0,650.0,400.0
5,5,Palma,Palma Catedral - Casco Antiguo,19500000.0,1375.0,0.0
2,2,Sureste,Campos,1995000.0,168.0,14500.0
4,3,Palma,Palma City Centre,960000.0,132.0,0.0
6,6,Central,Santa María,7900000.0,872.0,68400.0
5,5,Suroeste,Port Andratx,6900000.0,493.0,1573.0
3,2,Noreste,Artá,650000.0,177.0,64.0
2,2,Son Vida & Palma Alrededores,Establiments,1100000.0,271.0,5808.0
4,2,Norte,Alcudia,1290000.0,360.0,17000.0
5,5,Palma,Palma Catedral - Casco Antiguo,9800000.0,480.0,0.0
6,6,Son Vida & Palma Alrededores,Son Vida,6500000.0,645.0,2948.0
0,0,Suroeste,Port Andratx,2850000.0,0.0,1350.0
0,0,Palma,Palma Catedral - Casco Antiguo,1675000.0,468.0,0.0
4,4,Norte,Alcudia,3500000.0,433.0,998.0
2,2,Suroeste,Port Andratx,1350000.0,88.0,0.0
3,3,Palma,Palma Catedral - Casco Antiguo,2640000.0,208.0,0.0
3,2,Noreste,Artá,690000.0,155.0,7143.0
0,0,Suroeste,Paguera,1800000.0,0.0,1486.0
0,0,Suroeste,Paguera,6900000.0,0.0,3760.0
0,0,Suroeste,Paguera,2100000.0,0.0,1682.0
0,0,Suroeste,Paguera,2100000.0,0.0,1510.0
6,2,Oeste,Sóller,1500000.0,575.0,661.0
3,2,Sureste,Felanitx,990000.0,174.0,256.0
4,4,Central,Sa Coma - Bunyola,2300000.0,664.0,3518.0
2,2,Suroeste,Cas Catalá,735000.0,104.0,0.0
2,2,Noreste,Colonia de St. Pere,1600000.0,140.0,35500.0
3,2,Suroeste,Cas Catalá,1650000.0,121.0,0.0
4,3,Suroeste,Port Andratx,1690000.0,96.0,0.0
6,6,Suroeste,Bendinat,7500000.0,400.0,1085.0
4,5,Central,Sineu,2975000.0,478.0,30000.0
3,1,Central,Pina,540000.0,313.0,28300.0
0,0,Central,Algaida,175000.0,0.0,14000.0
6,3,Noreste,Son Servera,3100000.0,500.0,11888.0
4,2,Central,Algaida,1950000.0,499.0,5043.0
6,4,Norte,Sa Pobla,1150000.0,340.0,2000.0
5,6,Suroeste,Costa d'en Blanes,7450000.0,367.0,803.0
7,6,Sureste,Campos,2990000.0,656.0,44600.0
3,3,Oeste,Sóller,1385000.0,161.0,0.0
0,0,Sur,Llucmajor,395000.0,0.0,1946.0
3,2,Norte,Muro,590000.0,143.0,198.0
3,2,Oeste,Deià,850000.0,180.0,107.0
3,3,Suroeste,Santa Ponsa,1690000.0,203.0,822.0
3,3,Suroeste,Port Andratx,3880000.0,152.0,0.0
5,5,Sur,Llucmajor,6350000.0,460.0,124100.0
3,3,Sur,Puig de Ros,1390000.0,355.0,913.0
4,2,Sur,Llucmajor,895000.0,335.0,619.0
6,1,Sur,Llucmajor,590000.0,582.0,306.0
4,2,Central,Santa María,1200000.0,221.0,162.0
5,5,Suroeste,Santa Ponsa,2750000.0,330.0,1100.0
3,2,Sur,Llucmajor,420000.0,159.0,86.0
6,6,Oeste,Sóller,2995000.0,365.0,321.0
0,0,Son Vida & Palma Alrededores,Son Vida,3200000.0,0.0,2204.0
5,4,Sureste,Son Macia,2950000.0,591.0,18800.0
5,5,Oeste,Sóller,3255000.0,600.0,4000.0
11,11,Central,Petra,2900000.0,876.0,14000.0
5,2,Norte,Sa Pobla,1425000.0,235.0,3425.0
5,4,Sur,Cala Blava,1950000.0,428.0,2700.0
0,0,Suroeste,Port Andratx,3950000.0,0.0,1463.0
2,2,Oeste,Puerto de Sóller,595000.0,72.0,0.0
5,3,Palma,El Terreno,2950000.0,200.0,285.0
5,5,Sureste,Santanyí,4800000.0,480.0,300.0
3,4,Noreste,Artá,1250000.0,180.0,123.0
6,6,Sureste,Santanyí,4500000.0,469.0,300.0
0,0,Norte,Santa Margalida,330000.0,0.0,21500.0
3,3,Sureste,Ses Salines,2350000.0,253.0,307.0
5,5,Sureste,Ses Salines,3600000.0,475.0,510.0
3,4,Suroeste,Port Andratx,3050000.0,191.0,0.0
3,4,Sureste,Felanitx,7800000.0,382.0,55000.0
6,8,Sur,Sa Torre,8250000.0,463.0,1300.0
3,2,Sur,Llucmajor,635000.0,146.0,0.0
6,6,Son Vida & Palma Alrededores,Son Vida,6950000.0,866.0,2002.0
4,4,Central,Inca,1980000.0,230.0,40300.0
3,2,Suroeste,Cas Catalá,1490000.0,170.0,0.0
0,0,Oeste,Puerto de Sóller,950000.0,0.0,589.0
3,2,Suroeste,Sol de Mallorca,1100000.0,154.0,0.0
4,3,Norte,Puerto Pollensa,575000.0,116.0,0.0
7,5,Sureste,Ses Salines,4950000.0,616.0,25300.0
2,2,Suroeste,Cas Catalá,4950000.0,278.0,0.0
0,0,Sur,Llucmajor,450000.0,0.0,896.0
4,4,Central,Inca,1690000.0,230.0,17100.0
4,5,Suroeste,Bendinat,11000000.0,740.0,978.0
3,2,Palma,La Bonanova,2550000.0,137.0,0.0
3,4,Palma,Palma Catedral - Casco Antiguo,2500000.0,223.0,0.0
5,4,Son Vida & Palma Alrededores,Palma Golf,3950000.0,560.0,839.0
5,5,Son Vida & Palma Alrededores,Son Vida,9500000.0,863.0,2100.0
0,0,Sur,Llucmajor,199000.0,0.0,15100.0
3,3,Suroeste,Port Andratx,3550000.0,230.0,645.0
0,0,Norte,Can Picafort,1350000.0,0.0,86000.0
4,4,Son Vida & Palma Alrededores,Son Vida,4900000.0,780.0,2040.0
3,3,Suroeste,Calvià,6800000.0,314.0,4000.0
0,0,Suroeste,Capdella,420000.0,0.0,960.0
5,4,Norte,Alcudia,2900000.0,332.0,0.0
0,0,Norte,Alcudia,295000.0,0.0,1078.0
4,5,Suroeste,Santa Ponsa,8200000.0,716.0,1923.0
