habitaciones,banos,zona,localizacion,precio,superficie_construida_m2,superficie_parcela_m2
2,2,Palma,Playa de Palma & Arenal,1575000.0,110.0,0.0
0,0,Noreste,Costa de Los Pinos,3200000.0,0.0,1803.0
4,3,Palma,San Agustin,3390000.0,163.0,0.0
3,5,Suroeste,Port Andratx,3750000.0,339.0,0.0
3,2,Central,Santa María,2150000.0,259.0,190.0
3,2,Central,Santa María,2450000.0,281.0,206.0
4,5,Central,Son Gual,2450000.0,398.0,2000.0
0,0,Central,Son Gual,815000.0,0.0,2000.0
3,4,Norte,Pollensa,1800000.0,220.0,14300.0
3,2,Palma,Paseo Marítimo,2890000.0,122.0,0.0
2,2,Palma,Paseo Marítimo,2450000.0,117.0,0.0
3,2,Palma,Paseo Marítimo,2520000.0,122.0,0.0
2,2,Palma,Paseo Marítimo,2100000.0,117.0,0.0
5,6,Norte,Pollensa,,592.0,61500.0
3,3,Central,Puntiró,3200000.0,303.0,8629.0
5,5,Sureste,Es Llombards,3200000.0,350.0,14300.0
4,4,Noreste,Colonia de St. Pere,4900000.0,377.0,16400.0
0,0,Son Vida & Palma Alrededores,Son Vida,2750000.0,0.0,3191.0
0,0,Son Vida & Palma Alrededores,Son Vida,2700000.0,0.0,2574.0
0,0,Sur,Llucmajor,625000.0,0.0,22200.0
4,3,Noreste,Son Servera,1750000.0,281.0,0.0
4,5,Suroeste,Costa d'en Blanes,5950000.0,560.0,1000.0
3,3,Sureste,Portopetro,4500000.0,550.0,1415.0
3,3,Central,Montuiri,390000.0,378.0,275.0
5,6,Suroeste,Port Andratx,17900000.0,518.0,2585.0
0,0,Sureste,Felanitx,325000.0,0.0,14900.0
5,7,Suroeste,Port Andratx,9700000.0,490.0,1520.0
3,2,Suroeste,Portals,798000.0,82.0,0.0
4,5,Central,Son Gual,4800000.0,496.0,8257.0
3,3,Palma,Palma Catedral - Casco Antiguo,2900000.0,243.0,0.0
2,2,Palma,San Agustin,745000.0,84.0,0.0
0,0,Central,Binissalem,1250000.0,0.0,25000.0
3,2,Sur,Llucmajor,1600000.0,354.0,20800.0
5,5,Central,Alaró,1850000.0,240.0,349.0
5,6,Suroeste,Costa d'en Blanes,3495000.0,386.0,900.0
0,0,Norte,Santa Margalida,400000.0,0.0,1305.0
0,0,Norte,Muro,295000.0,0.0,21200.0
6,6,Suroeste,Port Andratx,7900000.0,231.0,800.0
5,5,Noreste,Capdepera,3380000.0,271.0,19600.0
2,2,Palma,Palma Catedral - Casco Antiguo,1295000.0,123.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,1592000.0,122.0,0.0
6,6,Central,Santa María,2985000.0,602.0,8875.0
6,2,Oeste,Deià,2000000.0,280.0,6280.0
0,0,Son Vida & Palma Alrededores,Son Vida,4980000.0,0.0,2507.0
3,3,Suroeste,Andratx,3500000.0,236.0,450.0
6,5,Sureste,Son Macia,3500000.0,532.0,60000.0
4,4,Suroeste,Santa Ponsa,14900000.0,571.0,1506.0
6,7,Son Vida & Palma Alrededores,Son Vida,10950000.0,686.0,2000.0
2,3,Suroeste,Portals,890000.0,85.0,0.0
3,2,Sureste,Colonia de Sant Jordi,660000.0,107.0,0.0
3,2,Sureste,Colonia de Sant Jordi,640000.0,107.0,0.0
3,1,Sureste,Colonia de Sant Jordi,680000.0,117.0,0.0
3,3,Suroeste,Sol de Mallorca,3400000.0,211.0,885.0
6,6,Suroeste,Bendinat,29500000.0,580.0,2363.0
3,3,Palma,Palma Catedral - Casco Antiguo,1290000.0,186.0,0.0
3,2,Palma,Palma Catedral - Casco Antiguo,800000.0,116.0,0.0
4,3,Suroeste,Santa Ponsa,2820000.0,155.0,0.0
4,3,Suroeste,Santa Ponsa,1668300.0,155.0,0.0
4,4,Suroeste,Palmanova,8200000.0,284.0,1474.0
10,9,Palma,Palma Catedral - Casco Antiguo,6500000.0,480.0,0.0
5,7,Suroeste,Cala Vinyes,12000000.0,617.0,1290.0
3,3,Palma,Palma Catedral - Casco Antiguo,2400000.0,242.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,1235000.0,144.0,0.0
2,1,Palma,Palma Catedral - Casco Antiguo,795000.0,85.0,0.0
4,4,Suroeste,Bendinat,2525000.0,286.0,0.0
3,3,Suroeste,Port Andratx,4550000.0,293.0,0.0
2,2,Suroeste,Port Andratx,1450000.0,113.0,0.0
3,2,Norte,Pollensa,850000.0,185.0,164.0
5,5,Norte,Puerto Pollensa,3500000.0,618.0,1510.0
11,9,Norte,Pollensa,,800.0,82000.0
4,4,Norte,Pollensa,3800000.0,430.0,15800.0
6,5,Norte,Puerto Alcudia,4990000.0,572.0,985.0
0,0,Suroeste,Palmanova,870000.0,0.0,1295.0
5,4,Suroeste,Bendinat,3950000.0,435.0,1004.0
2,2,Palma,Santa Catalina,695000.0,80.0,0.0
0,0,Suroeste,Cala Vinyes,995000.0,0.0,1600.0
3,3,Palma,Palma Catedral - Casco Antiguo,1190000.0,129.0,0.0
5,4,Sur,Cala Blava,3300000.0,555.0,1400.0
4,4,Suroeste,Santa Ponsa,7450000.0,482.0,1045.0
4,4,Palma,El Terreno,2950000.0,340.0,481.0
4,4,Palma,La Bonanova,1950000.0,187.0,0.0
2,1,Palma,El Terreno,675000.0,66.0,0.0
3,3,Palma,Palma Catedral - Casco Antiguo,2400000.0,195.0,0.0
7,8,Suroeste,Portals,11450000.0,680.0,1328.0
6,6,Suroeste,Cas Catalá,7700000.0,589.0,2393.0
0,0,Suroeste,Camp de Mar,1600000.0,0.0,1600.0
0,0,Suroeste,Camp de Mar,1600000.0,0.0,1106.0
2,2,Palma,Paseo Marítimo,990000.0,125.0,0.0
5,4,Central,Sineu,7900000.0,557.0,23300.0
4,3,Norte,Campanet,1180000.0,225.0,790.0
3,2,Palma,San Agustin,2600000.0,128.0,0.0
14,14,Son Vida & Palma Alrededores,Esporles,26000000.0,1500.0,124000.0
0,0,Suroeste,Camp de Mar,1600000.0,0.0,1715.0
0,0,Suroeste,Camp de Mar,1700000.0,0.0,1559.0
4,4,Sureste,Ses Salines,3690000.0,406.0,14200.0
6,6,Son Vida & Palma Alrededores,Son Vida,6850000.0,990.0,3140.0
0,0,Noreste,Cala Ratjada,800000.0,0.0,1004.0
0,0,Norte,Campanet,590000.0,0.0,18100.0
1,1,Palma,Palma Catedral - Casco Antiguo,850000.0,74.0,0.0
1,1,Palma,Palma Catedral - Casco Antiguo,900000.0,78.0,0.0
4,3,Central,Biniali,998000.0,230.0,15000.0
2,2,Palma,Playa de Palma & Arenal,1190000.0,75.0,0.0
2,2,Palma,Playa de Palma & Arenal,635000.0,75.0,0.0
2,2,Palma,Playa de Palma & Arenal,585000.0,75.0,0.0
2,2,Palma,Playa de Palma & Arenal,655000.0,75.0,0.0
2,2,Palma,Playa de Palma & Arenal,595000.0,75.0,0.0
4,3,Oeste,Valldemossa,1100000.0,402.0,2026.0
4,4,Suroeste,Calvià,8980000.0,555.0,56100.0
1,1,Palma,Portixol & Molinar,1225000.0,78.0,0.0
2,2,Palma,Portixol & Molinar,990000.0,78.0,0.0
2,2,Palma,Portixol & Molinar,965000.0,78.0,0.0
3,3,Palma,Portixol & Molinar,2525000.0,147.0,0.0
1,1,Palma,Portixol & Molinar,765000.0,59.0,0.0
1,1,Palma,Portixol & Molinar,740000.0,66.0,0.0
3,3,Son Vida & Palma Alrededores,Establiments,2950000.0,278.0,537.0
0,0,Sureste,Ses Salines,295000.0,0.0,366.0
4,4,Sureste,Ses Salines,3150000.0,375.0,360.0
4,4,Sureste,Ses Salines,2950000.0,320.0,375.0
4,4,Noreste,Artá,1800000.0,240.0,120.0
3,2,Suroeste,Camp de Mar,1050000.0,208.0,173.0
4,6,Palma,Palma Catedral - Casco Antiguo,22000000.0,792.0,0.0
5,4,Palma,Playa de Palma & Arenal,1650000.0,359.0,679.0
4,4,Suroeste,Santa Ponsa,2780000.0,354.0,925.0
6,4,Central,Santa María,2100000.0,500.0,4000.0
0,0,Son Vida & Palma Alrededores,Son Vida,1890000.0,0.0,2224.0
4,4,Suroeste,Cala Vinyes,,437.0,1001.0
3,3,Suroeste,Cala Vinyes,,248.0,834.0
3,3,Suroeste,Cala Vinyes,3200000.0,449.0,868.0
4,4,Suroeste,Cala Vinyes,3800000.0,602.0,991.0
4,4,Suroeste,Cala Vinyes,,514.0,1358.0
5,5,Sureste,Sa Rapita,3950000.0,509.0,30000.0
6,4,Sureste,Campos,,990.0,733.0
3,3,Palma,Palma Catedral - Casco Antiguo,1750000.0,160.0,0.0
4,5,Central,Algaida,2750000.0,578.0,43100.0
0,0,Central,Santa Eugenia,900000.0,0.0,1249.0
0,0,Central,Santa Eugenia,450000.0,0.0,695.0
0,0,Central,Santa Eugenia,450000.0,0.0,554.0
3,3,Central,Montuiri,1300000.0,378.0,275.0
3,2,Sureste,Ses Salines,695000.0,121.0,110.0
3,2,Central,Inca,795000.0,345.0,4005.0
2,2,Suroeste,Bendinat,945000.0,113.0,0.0
4,3,Oeste,Puerto de Sóller,2400000.0,344.0,477.0
2,2,Palma,Palma Catedral - Casco Antiguo,950000.0,112.0,0.0
4,3,Palma,Palma Catedral - Casco Antiguo,1990000.0,206.0,0.0
3,3,Palma,Paseo Marítimo,5100000.0,209.0,0.0
5,5,Sureste,Portopetro,3200000.0,617.0,2812.0
2,2,Sureste,Santanyí,790000.0,112.0,117.0
3,2,Sureste,Ses Salines,2350000.0,225.0,15000.0
5,1,Palma,Palma Catedral - Casco Antiguo,1011000.0,125.0,0.0
6,6,Sureste,Ses Salines,1950000.0,464.0,24900.0
3,3,Sureste,Cala Figuera,1645000.0,290.0,400.0
6,6,Oeste,Valldemossa,3600000.0,755.0,2513.0
5,5,Central,Binissalem,4500000.0,230.0,160700.0
0,0,Noreste,Manacor,2700000.0,388.0,469000.0
6,5,Noreste,Manacor,1275000.0,340.0,16800.0
4,3,Central,Sineu,1800000.0,266.0,16800.0
3,2,Central,Petra,1700000.0,241.0,15000.0
3,3,Sureste,Cala Murada,1275000.0,221.0,536.0
2,1,Norte,Pollensa,790000.0,187.0,6754.0
5,6,Suroeste,Port Andratx,13700000.0,575.0,1285.0
0,0,Central,Sencelles,296000.0,0.0,17800.0
2,2,Palma,Palma Catedral - Casco Antiguo,825000.0,136.0,0.0
2,2,Palma,Palma Catedral - Casco Antiguo,750000.0,124.0,0.0
1,1,Palma,Palma Catedral - Casco Antiguo,495000.0,80.0,0.0
6,6,Noreste,Son Servera,4500000.0,522.0,7093.0
2,2,Palma,Son Armadams,1250000.0,93.0,0.0
2,2,Palma,Son Armadams,1100500.0,86.0,0.0
0,0,Central,Sineu,325000.0,0.0,15000.0
5,6,Central,Bunyola,8500000.0,700.0,34100.0
4,4,Palma,Palma Catedral - Casco Antiguo,2595000.0,291.0,0.0
0,0,Central,Costitx,355000.0,0.0,60100.0
4,2,Central,Llubí,595000.0,316.0,321.0
3,3,Suroeste,Port Andratx,1875000.0,160.0,0.0
0,0,Son Vida & Palma Alrededores,Son Vida,3700000.0,0.0,2452.0
0,0,Son Vida & Palma Alrededores,Son Vida,2700000.0,0.0,2017.0
0,0,Son Vida & Palma Alrededores,Son Vida,2400000.0,0.0,2380.0
0,0,Son Vida & Palma Alrededores,Son Vida,3200000.0,0.0,2960.0
1,1,Palma,Portixol & Molinar,3500000.0,77.0,307.0
7,9,Suroeste,Port Andratx,42500000.0,1752.0,4423.0
3,3,Central,Alaró,975000.0,260.0,506.0
0,0,Sur,Llucmajor,199000.0,0.0,17500.0
3,2,Sureste,Sa Rapita,1920000.0,365.0,730.0
6,7,Noreste,Capdepera,950000.0,346.0,292.0
4,4,Oeste,Puerto de Sóller,1220000.0,240.0,0.0
9,5,Norte,Alcudia - Bonaire,9400000.0,289.0,1459.0
5,5,Noreste,Canyamel,2765000.0,444.0,3217.0
3,2,Norte,Puerto Pollensa,450000.0,110.0,137.0
4,2,Norte,Can Picafort,899000.0,239.0,400.0
6,6,Son Vida & Palma Alrededores,Son Vida,27500000.0,2012.0,6138.0
6,6,Noreste,Manacor,1950000.0,428.0,14300.0
14,6,Palma,Portixol & Molinar,1250000.0,608.0,0.0
4,4,Suroeste,Santa Ponsa,6950000.0,497.0,866.0
0,0,Central,Algaida,325000.0,0.0,51700.0
4,3,Norte,Alcudia - Bonaire,1300000.0,100.0,410.0
0,0,Central,Binissalem,450000.0,0.0,44800.0
0,0,Central,Binissalem,450000.0,130.0,44800.0
4,3,Palma,Playa de Palma & Arenal,1397000.0,127.0,0.0
4,3,Palma,Playa de Palma & Arenal,1317000.0,125.0,0.0
4,4,Central,Sencelles,2950000.0,512.0,15300.0
5,4,Noreste,Son Servera,2900000.0,439.0,1194.0
4,4,Sureste,Santanyí,4900000.0,463.0,19400.0
5,6,Sureste,Alquería Blanca,6300000.0,486.0,16700.0
6,0,Central,Llubí,900000.0,498.0,17900.0
5,4,Norte,Alcudia - Bonaire,2600000.0,350.0,28000.0
4,5,Palma,Portixol & Molinar,3900000.0,300.0,0.0
3,4,Noreste,San Lorenzo,649000.0,324.0,459.0
4,5,Sureste,Cala Llombards,4900000.0,503.0,14300.0
4,4,Suroeste,Santa Ponsa,3950000.0,267.0,871.0
4,6,Suroeste,Port Andratx,12900000.0,502.0,0.0
4,6,Suroeste,Port Andratx,12900000.0,502.0,0.0
2,3,Suroeste,Port Andratx,4575000.0,191.0,0.0
2,3,Suroeste,Port Andratx,4750000.0,201.0,0.0
2,3,Suroeste,Port Andratx,3480000.0,243.0,0.0
2,3,Suroeste,Port Andratx,2795000.0,395.0,0.0
4,3,Norte,Pollensa,1800000.0,210.0,10326.0
8,5,Central,Pina,5495000.0,577.0,40100.0
5,3,Norte,Pollensa,690000.0,161.0,116.0
2,1,Norte,Pollensa,590000.0,212.0,161.0
4,5,Noreste,Canyamel,2390000.0,509.0,2542.0
6,6,Son Vida & Palma Alrededores,Son Vida,10900000.0,673.0,2345.0
5,5,Norte,Puerto Pollensa,3800000.0,415.0,1350.0
0,0,Central,San Juan,199000.0,0.0,18800.0
3,2,Central,Biniali,617000.0,134.0,126.0
2,2,Palma,Son Armadams,1050250.0,86.0,0.0
8,8,Sureste,Santanyí,5500000.0,585.0,66100.0
3,2,Central,Petra,695000.0,129.0,109.0
4,4,Central,Inca,2950000.0,481.0,28900.0
3,3,Oeste,Puerto de Sóller,2700000.0,290.0,487.0
0,0,Noreste,Font de Sa Cala,900000.0,0.0,840.0
0,0,Sur,Sa Torre,650000.0,0.0,1034.0
5,5,Son Vida & Palma Alrededores,Son Vida,4400000.0,508.0,2184.0
4,4,Sur,Llucmajor,3950000.0,373.0,61800.0
0,0,Central,San Juan,350000.0,0.0,14000.0
7,6,Central,Lloret de Vista Alegre,3800000.0,1125.0,47200.0
4,2,Norte,Playa de Muro,1450000.0,161.0,661.0
4,5,Central,Sa Coma - Bunyola,2370000.0,354.0,1800.0
5,5,Noreste,Canyamel,4900000.0,644.0,2575.0
4,4,Sur,Son Veri,,745.0,958.0
4,5,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2750000.0,396.0,1223.0
6,7,Son Vida & Palma Alrededores,Son Vida,7000000.0,691.0,2020.0
2,2,Sureste,Ses Salines,1750000.0,375.0,363.0
4,5,Suroeste,Port Andratx,9500000.0,350.0,1479.0
3,2,Oeste,Valldemossa,2850000.0,257.0,19800.0
4,5,Sureste,Ses Salines,1850000.0,294.0,300.0
4,2,Noreste,San Lorenzo,735000.0,216.0,14700.0
3,2,Central,Sineu,1180000.0,222.0,185.0
5,4,Sureste,Santanyí,7450000.0,455.0,35000.0
8,6,Suroeste,Port Andratx,10500000.0,585.0,5863.0
7,0,Oeste,Puerto de Sóller,2900000.0,157.0,294.0
3,4,Central,Inca,5400000.0,494.0,17300.0
10,6,Central,Marratxi,2500000.0,1495.0,53400.0
2,2,Palma,Son Armadams,1420250.0,72.0,0.0
4,2,Oeste,Deià,1450000.0,153.0,387.0
4,4,Sureste,Santanyí,2675000.0,270.0,22600.0
5,4,Palma,Portixol & Molinar,3450000.0,409.0,0.0
3,2,Palma,La Bonanova,2390000.0,165.0,0.0
5,5,Central,Portol,2000000.0,357.0,2070.0
8,7,Central,Inca,3500000.0,706.0,13100.0
5,1,Sur,Llucmajor,8500000.0,415.0,1239200.0
0,0,Suroeste,Port Andratx,1000000.0,0.0,1705.0
6,6,Suroeste,Port Andratx,12900000.0,709.0,1057.0
0,0,Noreste,Capdepera,380000.0,0.0,14000.0
5,3,Norte,Alcudia - Bonaire,1200000.0,392.0,634.0
2,3,Central,Montuiri,2390000.0,218.0,14800.0
4,1,Central,Bunyola,1190000.0,326.0,632.0
5,5,Central,Alaró,5500000.0,596.0,15000.0
3,3,Central,Son Gual,3045000.0,420.0,2038.0
0,0,Norte,Alcudia,480000.0,0.0,1350.0
8,6,Central,Algaida,2930000.0,565.0,23500.0
4,2,Central,Alaró,750000.0,160.0,646.0
4,3,Son Vida & Palma Alrededores,Establiments,1995000.0,390.0,19300.0
3,2,Palma,Palma Catedral - Casco Antiguo,1495000.0,147.0,0.0
4,4,Central,Marratxi,2035000.0,645.0,15400.0
4,2,Noreste,Son Servera,1450000.0,755.0,2191.0
5,2,Sur,Llucmajor,1600000.0,284.0,7100.0
8,2,Sur,Llucmajor,980000.0,635.0,350.0
4,4,Norte,Puerto Alcudia - Alcanada,2650000.0,270.0,470.0
5,4,Suroeste,S'Arraco,3400000.0,259.0,18200.0
4,4,Sureste,Felanitx,1295000.0,310.0,540.0
6,7,Suroeste,Paguera,4700000.0,520.0,1531.0
5,5,Sureste,Ses Salines,5250000.0,387.0,15900.0
1,1,Palma,Palma Catedral - Casco Antiguo,450000.0,58.0,0.0
4,3,Suroeste,Camp de Mar,12950000.0,431.0,1864.0
4,1,Central,Binissalem,1500000.0,784.0,1828.0
4,5,Noreste,San Lorenzo,3580000.0,390.0,14300.0
10,9,Noreste,Manacor,2950000.0,326.0,224000.0
4,4,Noreste,San Lorenzo,1999000.0,279.0,17800.0
5,2,Sur,Llucmajor,2495000.0,1064.0,798.0
8,5,Noreste,Sa Coma,1749000.0,211.0,679.0
4,4,Sur,Cala Pi,1350000.0,383.0,375.0
4,3,Central,Algaida,3150000.0,476.0,10242.0
4,3,Central,Algaida,2950000.0,476.0,19500.0
16,13,Sur,Llucmajor,11890000.0,1780.0,1420000.0
6,0,Central,Llubí,647000.0,523.0,84700.0
0,0,Suroeste,Camp de Mar,12950000.0,0.0,1864.0
2,2,Palma,Son Armadams,785000.0,74.0,0.0
7,6,Son Vida & Palma Alrededores,Son Vida,39500000.0,1958.0,4255.0
3,3,Suroeste,Andratx,3800000.0,348.0,868.0
3,2,Palma,Palma City Centre,1200000.0,99.0,0.0
8,7,Sureste,Cala d'Or,3900000.0,515.0,1659.0
5,2,Central,Inca,2950000.0,2654.0,449600.0
20,14,Central,Lloret de Vista Alegre,2350000.0,1010.0,33100.0
2,2,Palma,Portixol & Molinar,2550000.0,104.0,0.0
3,3,Palma,Portixol & Molinar,3360000.0,156.0,0.0
4,4,Central,Costitx,610000.0,323.0,28100.0
0,0,Norte,Puerto Alcudia,1600000.0,0.0,35800.0
3,2,Norte,Pollensa,720000.0,162.0,684.0
7,7,Central,Inca,5900000.0,1206.0,89500.0
8,4,Oeste,Fornalutx,2700000.0,1562.0,938.0
0,0,Norte,Alcudia,900000.0,0.0,35900.0
7,6,Son Vida & Palma Alrededores,Establiments,7900000.0,1200.0,180000.0
3,3,Norte,Can Picafort,1500000.0,152.0,0.0
2,2,Norte,Can Picafort,800000.0,91.0,0.0
4,3,Son Vida & Palma Alrededores,Establiments,2600000.0,468.0,16500.0
4,3,Sur,Puig de Ros,920000.0,142.0,339.0
9,11,Norte,Pollensa,9950000.0,820.0,408200.0
8,2,Norte,Escorca,5400000.0,736.0,361600.0
2,3,Palma,Portixol & Molinar,2430000.0,133.0,0.0
4,4,Son Vida & Palma Alrededores,Son Vida,3970000.0,480.0,2000.0
11,6,Noreste,Manacor,6800000.0,3215.0,300000.0
4,3,Central,Puntiró,2250000.0,860.0,7286.0
0,0,Central,Costitx,297000.0,74.0,42500.0
0,0,Central,Costitx,297000.0,0.0,42500.0
4,4,Noreste,Canyamel,,463.0,1000.0
4,4,Noreste,Canyamel,,547.0,1200.0
4,4,Noreste,Canyamel,,426.0,701.0
8,8,Noreste,Artá,3400000.0,936.0,1042.0
4,4,Noreste,Costa de Los Pinos,3250000.0,634.0,3018.0
4,2,Central,Costitx,850000.0,222.0,15300.0
6,6,Suroeste,Port Andratx,12800000.0,691.0,1038.0
7,6,Oeste,Estellencs,3500000.0,550.0,0.0
4,6,Oeste,Deià,3500000.0,534.0,700.0
7,7,Suroeste,Port Andratx,7400000.0,675.0,2375.0
10,3,Central,Binissalem,4600000.0,600.0,399700.0
4,4,Noreste,Artá,4600000.0,616.0,140000.0
0,0,Suroeste,Port Andratx,1550000.0,0.0,1073.0
8,5,Norte,Pollensa,,2459.0,1225000.0
0,0,Norte,Pollensa,495000.0,0.0,14600.0
5,8,Norte,Muro,4200000.0,800.0,26700.0
0,0,Sur,Llucmajor,5400000.0,2329.0,1133600.0
0,0,Sur,Llucmajor,450000.0,0.0,50000.0
8,2,Sur,Llucmajor,3800000.0,535.0,82400.0
4,2,Sur,Llucmajor,1250000.0,1118.0,212800.0
6,4,Oeste,Deià,1250000.0,346.0,215.0
0,0,Oeste,Deià,1300000.0,0.0,989.0
0,0,Suroeste,Paguera,15000000.0,3964.0,1241600.0
0,0,Central,Petra,250000.0,0.0,21000.0
5,5,Central,Moscari,2900000.0,456.0,16000.0
0,0,Central,Inca,380000.0,0.0,2000.0
3,2,Noreste,Cala Ratjada,4100000.0,343.0,908.0
5,6,Sureste,Cala d'Or,3400000.0,600.0,1200.0
5,5,Sureste,Portopetro,3150000.0,550.0,28400.0
7,2,Norte,Escorca,9000000.0,494.0,2252100.0
0,0,Noreste,Artá,7800000.0,900.0,5430200.0
3,2,Sur,Bahía Grande / Bahía Azul,1390000.0,341.0,655.0
0,0,Norte,Pollensa,2000000.0,0.0,28900.0
9,9,Sur,Llucmajor,4500000.0,1332.0,375500.0
0,0,Noreste,San Lorenzo,2950000.0,1405.0,212000.0
0,0,Noreste,Betlem,195000.0,0.0,835.0
0,0,Norte,Búger,350000.0,0.0,14100.0
4,4,Noreste,Canyamel,3140000.0,460.0,1830.0
4,4,Noreste,Canyamel,2765000.0,330.0,1800.0
0,0,Noreste,Canyamel,210000.0,0.0,726.0
0,0,Noreste,Canyamel,199000.0,0.0,686.0
10,9,Norte,Pollensa,3500000.0,600.0,76000.0
0,0,Noreste,Canyamel,275000.0,0.0,1667.0
10,10,Son Vida & Palma Alrededores,Son Vida,8500000.0,1430.0,5587.0
10,9,Noreste,San Lorenzo,,3000.0,700000.0
6,5,Son Vida & Palma Alrededores,Son Vida,4800000.0,470.0,4300.0
0,0,Noreste,Cala Ratjada,500000.0,0.0,1097.0
4,4,Suroeste,Port Adriano,9850000.0,615.0,900.0
4,4,Suroeste,Calvià,7250000.0,398.0,33200.0
