superficie_construida,superficie_parcela,habitaciones,banos,zona,localizacion,precio
,"1,43 ㏊",,,Central,Portol,1.190.000 EUR
285 ㎡,1.027 ㎡,4.0,3.0,Son Vida & Palma Alrededores,Esporles,1.250.000 EUR
343 ㎡,1.047 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Puigpunyent & Galilea,1.700.000 EUR
251 ㎡,5.909 ㎡,6.0,2.0,Noreste,Son Servera,1.350.000 EUR
,"2,18 ㏊",,,Norte,Sa Pobla,197.000 EUR
443 ㎡,1.467 ㎡,3.0,4.0,Noreste,Costa de Los Pinos,3.300.000 EUR
319 ㎡,7.521 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2.500.000 EUR
240 ㎡,"2,3 ㏊",3.0,3.0,Noreste,Artá,890.000 EUR
174 ㎡,,5.0,3.0,Suroeste,Cala Vinyes,1.295.000 EUR
,7.500 ㎡,,,Central,Puntiró,890.000 EUR
584 ㎡,7.500 ㎡,4.0,4.0,Central,Puntiró,5.950.000 EUR
57 ㎡,,1.0,1.0,Palma,Playa de Palma & Arenal,399.000 EUR
235 ㎡,3.110 ㎡,5.0,3.0,Noreste,Canyamel,A Consultar
439 ㎡,"2,11 ㏊",4.0,4.0,Central,Marratxi,3.250.000 EUR
410 ㎡,1.400 ㎡,4.0,5.0,Suroeste,Santa Ponsa,2.800.000 EUR
144 ㎡,91 ㎡,3.0,3.0,Norte,Pollensa,689.000 EUR
443 ㎡,"1,51 ㏊",6.0,7.0,Sur,Llucmajor,2.400.000 EUR
126 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,985.000 EUR
119 ㎡,80 ㎡,2.0,2.0,Noreste,Son Servera,675.000 EUR
123 ㎡,93 ㎡,2.0,2.0,Noreste,Son Servera,675.000 EUR
172 ㎡,,3.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.195.000 EUR
403 ㎡,2.006 ㎡,4.0,3.0,Central,Son Gual,2.640.000 EUR
342 ㎡,1.249 ㎡,5.0,4.0,Suroeste,Santa Ponsa,4.950.000 EUR
250 ㎡,,4.0,4.0,Palma,Palma Catedral - Casco Antiguo,1.895.000 EUR
200 ㎡,232 ㎡,4.0,3.0,Noreste,Son Servera,1.090.000 EUR
152 ㎡,,2.0,2.0,Palma,Santa Catalina,850.000 EUR
,"1,71 ㏊",,,Norte,Muro,240.000 EUR
270 ㎡,470 ㎡,3.0,4.0,Norte,Puerto Alcudia - Alcanada,3.195.000 EUR
,"2,06 ㏊",,,Central,Moscari,450.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.065.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.085.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.065.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.040.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.045.000 EUR
164 ㎡,300 ㎡,4.0,3.0,Sur,Puig de Ros,1.045.000 EUR
671 ㎡,1.092 ㎡,4.0,5.0,Noreste,Canyamel,3.995.000 EUR
,1.538 ㎡,,,Noreste,Costa de Los Pinos,850.000 EUR
185 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,3.250.000 EUR
234 ㎡,350 ㎡,3.0,3.0,Norte,Can Picafort,1.200.000 EUR
231 ㎡,217 ㎡,3.0,3.0,Norte,Can Picafort,1.150.000 EUR
234 ㎡,350 ㎡,3.0,3.0,Norte,Can Picafort,1.200.000 EUR
276 ㎡,1.000 ㎡,4.0,4.0,Suroeste,Port Andratx,4.750.000 EUR
187 ㎡,6.566 ㎡,3.0,3.0,Norte,Campanet,2.150.000 EUR
,1.672 ㎡,,,Suroeste,Port Andratx,3.250.000 EUR
,"20,78 ㏊",,,Central,Ariany,990.000 EUR
378 ㎡,,4.0,3.0,Palma,El Terreno,6.500.000 EUR
285 ㎡,"2,11 ㏊",4.0,4.0,Sur,Llucmajor,3.900.000 EUR
690 ㎡,1.045 ㎡,4.0,4.0,Suroeste,Costa d'en Blanes,8.500.000 EUR
227 ㎡,220 ㎡,3.0,3.0,Oeste,Deià,2.100.000 EUR
197 ㎡,440 ㎡,5.0,2.0,Oeste,Sóller,1.045.000 EUR
362 ㎡,843 ㎡,4.0,4.0,Suroeste,Capdella,2.950.000 EUR
601 ㎡,890 ㎡,5.0,5.0,Palma,El Terreno,10.000.000 EUR
140 ㎡,,3.0,2.0,Palma,San Agustin,1.350.000 EUR
224 ㎡,1.440 ㎡,4.0,4.0,Suroeste,Santa Ponsa,3.800.000 EUR
282 ㎡,193 ㎡,4.0,3.0,Central,Selva,845.000 EUR
482 ㎡,700 ㎡,5.0,6.0,Palma,La Bonanova,3.500.000 EUR
290 ㎡,420 ㎡,4.0,4.0,Norte,Puerto Alcudia,2.850.000 EUR
230 ㎡,113 ㎡,7.0,3.0,Oeste,Sóller,875.000 EUR
930 ㎡,,6.0,10.0,Palma,Portixol & Molinar,14.900.000 EUR
192 ㎡,1.430 ㎡,3.0,3.0,Suroeste,Port Andratx,4.450.000 EUR
464 ㎡,"2,07 ㏊",4.0,3.0,Central,Llubí,895.000 EUR
220 ㎡,127 ㎡,3.0,3.0,Oeste,Sóller,800.000 EUR
301 ㎡,"9,23 ㏊",6.0,3.0,Noreste,Son Servera,2.655.000 EUR
190 ㎡,,3.0,3.0,Noreste,Porto Cristo,799.000 EUR
,"2,8 ㏊",,,Noreste,Manacor,890.000 EUR
304 ㎡,"3,15 ㏊",5.0,7.0,Norte,Alcudia,7.500.000 EUR
85 ㎡,,2.0,1.0,Palma,Palma Catedral - Casco Antiguo,525.000 EUR
129 ㎡,,3.0,2.0,Palma,Palma Catedral - Casco Antiguo,2.210.000 EUR
197 ㎡,,3.0,3.0,Palma,Son Espanyolet,1.500.000 EUR
150 ㎡,,3.0,3.0,Palma,Son Espanyolet,1.500.000 EUR
476 ㎡,"2,06 ㏊",5.0,5.0,Sureste,Felanitx,4.900.000 EUR
186 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,3.190.000 EUR
784 ㎡,1.828 ㎡,4.0,1.0,Central,Binissalem,1.500.000 EUR
431 ㎡,"1,71 ㏊",5.0,5.0,Sur,Llucmajor,2.590.000 EUR
224 ㎡,274 ㎡,4.0,4.0,Norte,Campanet,540.000 EUR
973 ㎡,"40,31 ㏊",3.0,4.0,Noreste,Manacor,1.750.000 EUR
280 ㎡,1.747 ㎡,3.0,3.0,Oeste,Deià,3.590.000 EUR
82 ㎡,,2.0,2.0,Palma,Portixol & Molinar,895.000 EUR
,600 ㎡,,,Norte,Puerto Alcudia - Alcanada,1.195.000 EUR
129 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,2.000.000 EUR
424 ㎡,10.654 ㎡,5.0,3.0,Central,Santa María,2.500.000 EUR
199 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,3.150.000 EUR
459 ㎡,3.732 ㎡,,,Central,Santa María,1.600.000 EUR
141 ㎡,,2.0,2.0,Suroeste,Port Andratx,3.250.000 EUR
380 ㎡,986 ㎡,3.0,3.0,Central,Alaró,2.200.000 EUR
455 ㎡,"1,78 ㏊",4.0,5.0,Sureste,Cala Llombards,6.200.000 EUR
,"4,45 ㏊",,,Norte,Pollensa,1.500.000 EUR
628 ㎡,1.054 ㎡,5.0,5.0,Suroeste,Port Andratx,13.900.000 EUR
439 ㎡,428 ㎡,4.0,7.0,Sureste,Santanyí,4.300.000 EUR
186 ㎡,,5.0,3.0,Palma,Son Dameto,1.050.000 EUR
441 ㎡,"3,59 ㏊",4.0,6.0,Central,Bunyola,9.000.000 EUR
732 ㎡,"3,55 ㏊",4.0,6.0,Central,Bunyola,8.000.000 EUR
890 ㎡,"5,71 ㏊",4.0,5.0,Central,Bunyola,11.000.000 EUR
640 ㎡,"1,51 ㏊",5.0,8.0,Central,Santa María,8.250.000 EUR
141 ㎡,,4.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.395.000 EUR
,"2,49 ㏊",,,Norte,Pollensa,1.165.000 EUR
,882 ㎡,,,Suroeste,Port Andratx,2.495.000 EUR
303 ㎡,657 ㎡,4.0,3.0,Palma,La Bonanova,2.400.000 EUR
650 ㎡,400 ㎡,6.0,5.0,Central,Mancor del Valle,849.000 EUR
1.375 ㎡,,5.0,5.0,Palma,Palma Catedral - Casco Antiguo,19.500.000 EUR
168 ㎡,"1,45 ㏊",2.0,2.0,Sureste,Campos,1.995.000 EUR
132 ㎡,,4.0,3.0,Palma,Palma City Centre,960.000 EUR
872 ㎡,"6,84 ㏊",6.0,6.0,Central,Santa María,7.900.000 EUR
493 ㎡,1.573 ㎡,5.0,5.0,Suroeste,Port Andratx,6.900.000 EUR
177 ㎡,64 ㎡,3.0,2.0,Noreste,Artá,650.000 EUR
271 ㎡,5.808 ㎡,2.0,2.0,Son Vida & Palma Alrededores,Establiments,1.100.000 EUR
360 ㎡,"1,7 ㏊",4.0,2.0,Norte,Alcudia,1.290.000 EUR
480 ㎡,,5.0,5.0,Palma,Palma Catedral - Casco Antiguo,9.800.000 EUR
645 ㎡,2.948 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,6.500.000 EUR
,1.350 ㎡,,,Suroeste,Port Andratx,2.850.000 EUR
468 ㎡,,,,Palma,Palma Catedral - Casco Antiguo,1.675.000 EUR
433 ㎡,998 ㎡,4.0,4.0,Norte,Alcudia,3.500.000 EUR
88 ㎡,,2.0,2.0,Suroeste,Port Andratx,1.350.000 EUR
208 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,2.640.000 EUR
155 ㎡,7.143 ㎡,3.0,2.0,Noreste,Artá,690.000 EUR
,1.486 ㎡,,,Suroeste,Paguera,1.800.000 EUR
,3.760 ㎡,,,Suroeste,Paguera,6.900.000 EUR
,1.682 ㎡,,,Suroeste,Paguera,2.100.000 EUR
,1.510 ㎡,,,Suroeste,Paguera,2.100.000 EUR
575 ㎡,661 ㎡,6.0,2.0,Oeste,Sóller,1.500.000 EUR
174 ㎡,256 ㎡,3.0,2.0,Sureste,Felanitx,990.000 EUR
664 ㎡,3.518 ㎡,4.0,4.0,Central,Sa Coma - Bunyola,2.300.000 EUR
104 ㎡,,2.0,2.0,Suroeste,Cas Catalá,735.000 EUR
140 ㎡,"3,55 ㏊",2.0,2.0,Noreste,Colonia de St. Pere,1.600.000 EUR
121 ㎡,,3.0,2.0,Suroeste,Cas Catalá,1.650.000 EUR
96 ㎡,,4.0,3.0,Suroeste,Port Andratx,1.690.000 EUR
400 ㎡,1.085 ㎡,6.0,6.0,Suroeste,Bendinat,7.500.000 EUR
478 ㎡,3 ㏊,4.0,5.0,Central,Sineu,2.975.000 EUR
313 ㎡,"2,83 ㏊",3.0,1.0,Central,Pina,540.000 EUR
,"1,4 ㏊",,,Central,Algaida,175.000 EUR
500 ㎡,11.888 ㎡,6.0,3.0,Noreste,Son Servera,3.100.000 EUR
499 ㎡,5.043 ㎡,4.0,2.0,Central,Algaida,1.950.000 EUR
340 ㎡,2.000 ㎡,6.0,4.0,Norte,Sa Pobla,1.150.000 EUR
367 ㎡,803 ㎡,5.0,6.0,Suroeste,Costa d'en Blanes,7.450.000 EUR
656 ㎡,"4,46 ㏊",7.0,6.0,Sureste,Campos,2.990.000 EUR
161 ㎡,,3.0,3.0,Oeste,Sóller,1.385.000 EUR
,1.946 ㎡,,,Sur,Llucmajor,395.000 EUR
143 ㎡,198 ㎡,3.0,2.0,Norte,Muro,590.000 EUR
180 ㎡,107 ㎡,3.0,2.0,Oeste,Deià,850.000 EUR
203 ㎡,822 ㎡,3.0,3.0,Suroeste,Santa Ponsa,1.690.000 EUR
152 ㎡,,3.0,3.0,Suroeste,Port Andratx,3.880.000 EUR
460 ㎡,"12,41 ㏊",5.0,5.0,Sur,Llucmajor,6.350.000 EUR
355 ㎡,913 ㎡,3.0,3.0,Sur,Puig de Ros,1.390.000 EUR
335 ㎡,619 ㎡,4.0,2.0,Sur,Llucmajor,895.000 EUR
582 ㎡,306 ㎡,6.0,1.0,Sur,Llucmajor,590.000 EUR
221 ㎡,162 ㎡,4.0,2.0,Central,Santa María,1.200.000 EUR
330 ㎡,1.100 ㎡,5.0,5.0,Suroeste,Santa Ponsa,2.750.000 EUR
159 ㎡,86 ㎡,3.0,2.0,Sur,Llucmajor,420.000 EUR
365 ㎡,321 ㎡,6.0,6.0,Oeste,Sóller,2.995.000 EUR
,2.204 ㎡,,,Son Vida & Palma Alrededores,Son Vida,3.200.000 EUR
591 ㎡,"1,88 ㏊",5.0,4.0,Sureste,Son Macia,2.950.000 EUR
600 ㎡,4.000 ㎡,5.0,5.0,Oeste,Sóller,3.255.000 EUR
876 ㎡,"1,4 ㏊",11.0,11.0,Central,Petra,2.900.000 EUR
235 ㎡,3.425 ㎡,5.0,2.0,Norte,Sa Pobla,1.425.000 EUR
428 ㎡,2.700 ㎡,5.0,4.0,Sur,Cala Blava,1.950.000 EUR
,1.463 ㎡,,,Suroeste,Port Andratx,3.950.000 EUR
72 ㎡,,2.0,2.0,Oeste,Puerto de Sóller,595.000 EUR
200 ㎡,285 ㎡,5.0,3.0,Palma,El Terreno,2.950.000 EUR
480 ㎡,300 ㎡,5.0,5.0,Sureste,Santanyí,4.800.000 EUR
180 ㎡,123 ㎡,3.0,4.0,Noreste,Artá,1.250.000 EUR
469 ㎡,300 ㎡,6.0,6.0,Sureste,Santanyí,4.500.000 EUR
,"2,15 ㏊",,,Norte,Santa Margalida,330.000 EUR
253 ㎡,307 ㎡,3.0,3.0,Sureste,Ses Salines,2.350.000 EUR
475 ㎡,510 ㎡,5.0,5.0,Sureste,Ses Salines,3.600.000 EUR
191 ㎡,,3.0,4.0,Suroeste,Port Andratx,3.050.000 EUR
382 ㎡,"5,5 ㏊",3.0,4.0,Sureste,Felanitx,7.800.000 EUR
463 ㎡,1.300 ㎡,6.0,8.0,Sur,Sa Torre,8.250.000 EUR
146 ㎡,,3.0,2.0,Sur,Llucmajor,635.000 EUR
866 ㎡,2.002 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,6.950.000 EUR
230 ㎡,"4,03 ㏊",4.0,4.0,Central,Inca,1.980.000 EUR
170 ㎡,,3.0,2.0,Suroeste,Cas Catalá,1.490.000 EUR
,589 ㎡,,,Oeste,Puerto de Sóller,950.000 EUR
154 ㎡,,3.0,2.0,Suroeste,Sol de Mallorca,1.100.000 EUR
116 ㎡,,4.0,3.0,Norte,Puerto Pollensa,575.000 EUR
616 ㎡,"2,53 ㏊",7.0,5.0,Sureste,Ses Salines,4.950.000 EUR
278 ㎡,,2.0,2.0,Suroeste,Cas Catalá,4.950.000 EUR
,896 ㎡,,,Sur,Llucmajor,450.000 EUR
230 ㎡,"1,71 ㏊",4.0,4.0,Central,Inca,1.690.000 EUR
740 ㎡,978 ㎡,4.0,5.0,Suroeste,Bendinat,11.000.000 EUR
137 ㎡,,3.0,2.0,Palma,La Bonanova,2.550.000 EUR
223 ㎡,,3.0,4.0,Palma,Palma Catedral - Casco Antiguo,2.500.000 EUR
560 ㎡,839 ㎡,5.0,4.0,Son Vida & Palma Alrededores,Palma Golf,3.950.000 EUR
863 ㎡,2.100 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,9.500.000 EUR
,"1,51 ㏊",,,Sur,Llucmajor,199.000 EUR
230 ㎡,645 ㎡,3.0,3.0,Suroeste,Port Andratx,3.550.000 EUR
,"8,6 ㏊",,,Norte,Can Picafort,1.350.000 EUR
780 ㎡,2.040 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Son Vida,4.900.000 EUR
314 ㎡,4.000 ㎡,3.0,3.0,Suroeste,Calvià,6.800.000 EUR
,960 ㎡,,,Suroeste,Capdella,420.000 EUR
332 ㎡,,5.0,4.0,Norte,Alcudia,2.900.000 EUR
,1.078 ㎡,,,Norte,Alcudia,295.000 EUR
716 ㎡,1.923 ㎡,4.0,5.0,Suroeste,Santa Ponsa,8.200.000 EUR
70 ㎡,,2.0,1.0,Suroeste,Port Andratx,1.500.000 EUR
105 ㎡,,2.0,1.0,Suroeste,Port Andratx,1.700.000 EUR
470 ㎡,"2,12 ㏊",4.0,4.0,Sureste,Santanyí,3.865.000 EUR
555 ㎡,302 ㎡,5.0,3.0,Sur,Llucmajor,2.000.000 EUR
634 ㎡,"1,95 ㏊",5.0,5.0,Sureste,Campos,6.950.000 EUR
203 ㎡,425 ㎡,3.0,3.0,Sur,Puig de Ros,1.500.000 EUR
366 ㎡,,2.0,3.0,Palma,Palma Catedral - Casco Antiguo,960.000 EUR
964 ㎡,1.360 ㎡,6.0,4.0,Central,Mancor del Valle,1.950.000 EUR
590 ㎡,"2,1 ㏊",4.0,4.0,Sureste,Cas Concos,3.450.000 EUR
,875 ㎡,,,Suroeste,Santa Ponsa,1.990.000 EUR
1.563 ㎡,8.170 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,9.900.000 EUR
,1.557 ㎡,,,Norte,Puerto Pollensa,895.000 EUR
132 ㎡,173 ㎡,4.0,4.0,Central,Consell,800.000 EUR
,"1,88 ㏊",,,Central,Montuiri,260.000 EUR
392 ㎡,1.765 ㎡,5.0,6.0,Suroeste,Sol de Mallorca,4.600.000 EUR
215 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.595.000 EUR
220 ㎡,,5.0,5.0,Palma,San Agustin,2.750.000 EUR
206 ㎡,,4.0,4.0,Palma,San Agustin,2.850.000 EUR
427 ㎡,2.242 ㎡,7.0,6.0,Sureste,Portocolom,3.200.000 EUR
336 ㎡,1.032 ㎡,4.0,4.0,Suroeste,Paguera,4.400.000 EUR
5.568 ㎡,"24,14 ㏊",29.0,32.0,Central,Bunyola,75.900.000 EUR
967 ㎡,1.978 ㎡,7.0,8.0,Suroeste,Santa Ponsa,6.550.000 EUR
208 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.695.000 EUR
548 ㎡,3.448 ㎡,6.0,6.0,Central,Santa María,4.950.000 EUR
129 ㎡,,4.0,2.0,Suroeste,Bendinat,1.600.000 EUR
291 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,8.000.000 EUR
230 ㎡,214 ㎡,5.0,2.0,Noreste,Son Servera,565.000 EUR
240 ㎡,312 ㎡,3.0,4.0,Sureste,Santanyí,2.450.000 EUR
660 ㎡,"1,65 ㏊",5.0,5.0,Sur,Llucmajor,2.200.000 EUR
235 ㎡,"1,64 ㏊",4.0,4.0,Sureste,Felanitx,1.500.000 EUR
518 ㎡,893 ㎡,4.0,4.0,Suroeste,Port Andratx,4.900.000 EUR
439 ㎡,"2,05 ㏊",6.0,6.0,Noreste,Artá,4.250.000 EUR
385 ㎡,440 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Establiments,1.250.000 EUR
523 ㎡,"1,53 ㏊",4.0,4.0,Central,Santa María,6.600.000 EUR
340 ㎡,10.441 ㎡,4.0,4.0,Suroeste,Andratx,2.550.000 EUR
94 ㎡,,3.0,2.0,Palma,San Agustin,795.000 EUR
361 ㎡,1.480 ㎡,6.0,6.0,Suroeste,Port Andratx,9.750.000 EUR
,"1,41 ㏊",,,Sur,Llucmajor,495.000 EUR
900 ㎡,3.500 ㎡,7.0,7.0,Norte,Pollensa,9.700.000 EUR
210 ㎡,,3.0,2.0,Oeste,Sóller,999.999 EUR
180 ㎡,"2,01 ㏊",3.0,3.0,Sureste,Ses Salines,1.995.000 EUR
79 ㎡,,2.0,2.0,Palma,Portixol & Molinar,895.000 EUR
109 ㎡,,2.0,1.0,Palma,Palma Catedral - Casco Antiguo,850.000 EUR
163 ㎡,236 ㎡,4.0,3.0,Sur,Puig de Ros,1.185.000 EUR
,"2,12 ㏊",,,Central,Moscari,895.000 EUR
280 ㎡,700 ㎡,4.0,4.0,Sureste,Portocolom,1.750.000 EUR
1.784 ㎡,"14,83 ㏊",14.0,17.0,Central,Algaida,17.500.000 EUR
459 ㎡,211 ㎡,4.0,4.0,Noreste,Artá,695.000 EUR
93 ㎡,,2.0,2.0,Palma,Portixol & Molinar,995.000 EUR
166 ㎡,,3.0,3.0,Oeste,Sóller,1.190.000 EUR
,"2,19 ㏊",,,Norte,Pollensa,550.000 EUR
81 ㎡,,2.0,2.0,Palma,San Agustin,695.000 EUR
201 ㎡,,4.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.260.000 EUR
,1.565 ㎡,,,Suroeste,Santa Ponsa,850.000 EUR
826 ㎡,1.291 ㎡,8.0,1.0,Central,Santa María,3.500.000 EUR
277 ㎡,7.616 ㎡,4.0,4.0,Norte,Pollensa,1.400.000 EUR
368 ㎡,"9,39 ㏊",4.0,4.0,Norte,Alcudia,3.500.000 EUR
,"1,44 ㏊",,,Sur,Llucmajor,650.000 EUR
361 ㎡,,3.0,3.0,Suroeste,Port Andratx,2.750.000 EUR
578 ㎡,,3.0,4.0,Suroeste,Port Andratx,5.400.000 EUR
518 ㎡,,3.0,4.0,Suroeste,Port Andratx,4.150.000 EUR
449 ㎡,,3.0,3.0,Suroeste,Port Andratx,3.550.000 EUR
400 ㎡,1.044 ㎡,5.0,4.0,Suroeste,Capdella,3.850.000 EUR
907 ㎡,2.000 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,6.500.000 EUR
218 ㎡,237 ㎡,3.0,3.0,Norte,Alcudia,1.600.000 EUR
518 ㎡,"1,95 ㏊",4.0,4.0,Sureste,Santanyí,3.600.000 EUR
1.497 ㎡,"96,61 ㏊",8.0,2.0,Son Vida & Palma Alrededores,Puigpunyent & Galilea,7.500.000 EUR
660 ㎡,"2,4 ㏊",6.0,7.0,Sureste,Campos,5.750.000 EUR
282 ㎡,1.554 ㎡,5.0,6.0,Suroeste,Port Andratx,12.950.000 EUR
261 ㎡,284 ㎡,3.0,3.0,Sureste,Felanitx,1.580.000 EUR
1.070 ㎡,2.000 ㎡,7.0,8.0,Suroeste,Port Andratx,16.900.000 EUR
130 ㎡,,2.0,2.0,Suroeste,Santa Ponsa,2.390.000 EUR
,1.066 ㎡,,,Central,Sa Cabaneta,390.000 EUR
,"2,82 ㏊",,,Norte,Alcudia,950.000 EUR
671 ㎡,2.290 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,4.600.000 EUR
297 ㎡,470 ㎡,5.0,4.0,Sureste,Portocolom,1.890.000 EUR
914 ㎡,2.018 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,8.900.000 EUR
898 ㎡,2.300 ㎡,7.0,8.0,Suroeste,Portals,16.950.000 EUR
7.000 ㎡,"314,48 ㏊",11.0,11.0,Noreste,Manacor,18.000.000 EUR
371 ㎡,"3,48 ㏊",4.0,5.0,Central,Montuiri,3.800.000 EUR
449 ㎡,"1,7 ㏊",5.0,4.0,Son Vida & Palma Alrededores,Puigpunyent & Galilea,3.995.000 EUR
162 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.595.000 EUR
184 ㎡,,2.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.500.000 EUR
172 ㎡,,3.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.100.000 EUR
280 ㎡,"1,59 ㏊",5.0,5.0,Norte,Alcudia,2.690.000 EUR
492 ㎡,"2,25 ㏊",7.0,3.0,Central,Selva,4.999.999 EUR
480 ㎡,1.001 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Son Vida,6.950.000 EUR
49 ㎡,,1.0,1.0,Palma,Palma Catedral - Casco Antiguo,390.000 EUR
,1.950 ㎡,,,Central,Santa Eugenia,1.200.000 EUR
479 ㎡,"1,6 ㏊",4.0,4.0,Central,Alaró,5.900.000 EUR
283 ㎡,851 ㎡,7.0,4.0,Noreste,Cala Ratjada,1.750.000 EUR
490 ㎡,7.933 ㎡,4.0,3.0,Central,Puntiró,3.200.000 EUR
267 ㎡,"5,88 ㏊",5.0,3.0,Central,Alaró,2.800.000 EUR
433 ㎡,849 ㎡,5.0,3.0,Noreste,Colonia de St. Pere,3.000.000 EUR
332 ㎡,927 ㎡,4.0,3.0,Suroeste,Santa Ponsa,5.800.000 EUR
535 ㎡,1.611 ㎡,4.0,4.0,Suroeste,Andratx,11.900.000 EUR
341 ㎡,"2,12 ㏊",4.0,4.0,Central,Santa María,3.800.000 EUR
168 ㎡,,3.0,3.0,Suroeste,Bendinat,2.250.000 EUR
571 ㎡,1.259 ㎡,4.0,4.0,Suroeste,Port Andratx,11.500.000 EUR
,"1,49 ㏊",,,Central,Ariany,350.000 EUR
575 ㎡,"2,81 ㏊",4.0,4.0,Sur,Llucmajor,3.500.000 EUR
200 ㎡,2.354 ㎡,4.0,3.0,Oeste,Sóller,959.000 EUR
455 ㎡,843 ㎡,4.0,7.0,Central,Caimari,3.800.000 EUR
250 ㎡,,3.0,3.0,Suroeste,Port Andratx,3.850.000 EUR
700 ㎡,"2,6 ㏊",4.0,4.0,Sureste,Son Macia,4.950.000 EUR
575 ㎡,"1,78 ㏊",5.0,7.0,Sureste,Santanyí,5.950.000 EUR
494 ㎡,1.083 ㎡,6.0,3.0,Central,Sa Cabaneta,3.350.000 EUR
438 ㎡,1.129 ㎡,5.0,5.0,Suroeste,Bendinat,5.950.000 EUR
280 ㎡,660 ㎡,3.0,3.0,Palma,La Bonanova,2.100.000 EUR
450 ㎡,,3.0,3.0,Sureste,Cala Murada,1.975.000 EUR
,"2,33 ㏊",,,Central,Algaida,298.000 EUR
181 ㎡,,3.0,3.0,Central,Alaró,1.150.000 EUR
184 ㎡,162 ㎡,3.0,3.0,Central,Alaró,1.150.000 EUR
389 ㎡,2.184 ㎡,5.0,3.0,Son Vida & Palma Alrededores,Esporles,1.890.000 EUR
450 ㎡,1.329 ㎡,5.0,4.0,Suroeste,Santa Ponsa,5.900.000 EUR
228 ㎡,67 ㎡,4.0,1.0,Oeste,Fornalutx,595.000 EUR
108 ㎡,433 ㎡,3.0,3.0,Sur,Cala Pi,675.000 EUR
,9 ㏊,,,Norte,Alcudia,1.550.000 EUR
255 ㎡,2.000 ㎡,4.0,3.0,Norte,Alcudia - Bonaire,1.995.000 EUR
390 ㎡,2.201 ㎡,7.0,3.0,Suroeste,Camp de Mar,6.500.000 EUR
