superficie_construida,superficie_parcela,habitaciones,banos,zona,localizacion,precio
289 ㎡,925 ㎡,5.0,4.0,Suroeste,Santa Ponsa,4.250.000 EUR
325 ㎡,265 ㎡,4.0,4.0,Central,Santa María,2.500.000 EUR
88 ㎡,,2.0,1.0,Suroeste,Illetas,980.000 EUR
569 ㎡,1.194 ㎡,5.0,7.0,Suroeste,Camp de Mar,28.000.000 EUR
426 ㎡,1.203 ㎡,5.0,5.0,Suroeste,Cas Catalá,5.400.000 EUR
113 ㎡,,3.0,2.0,Suroeste,Palmanova,1.030.000 EUR
441 ㎡,983 ㎡,6.0,7.0,Norte,Puerto Pollensa,2.800.000 EUR
250 ㎡,"2,51 ㏊",3.0,1.0,Central,Lloseta,1.250.000 EUR
120 ㎡,31 ㎡,2.0,1.0,Norte,Puerto Alcudia,1.100.000 EUR
517 ㎡,4.028 ㎡,5.0,5.0,Suroeste,Santa Ponsa,7.500.000 EUR
234 ㎡,232 ㎡,4.0,2.0,Sur,Llucmajor,840.000 EUR
490 ㎡,"7,03 ㏊",4.0,4.0,Sureste,Porreres,5.800.000 EUR
329 ㎡,988 ㎡,4.0,4.0,Suroeste,Port Andratx,6.350.000 EUR
282 ㎡,1.997 ㎡,4.0,3.0,Noreste,Costa de Los Pinos,2.650.000 EUR
414 ㎡,"9,62 ㏊",6.0,7.0,Central,Algaida,2.950.000 EUR
60 ㎡,,2.0,2.0,Suroeste,Port Andratx,695.000 EUR
506 ㎡,1.311 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Palmanyola,6.850.000 EUR
99 ㎡,,2.0,2.0,Suroeste,Port Andratx,1.750.000 EUR
452 ㎡,"2,14 ㏊",4.0,4.0,Sur,Llucmajor,3.900.000 EUR
300 ㎡,"10,58 ㏊",4.0,4.0,Noreste,Artá,1.800.000 EUR
,"1,57 ㏊",,,Noreste,Manacor,395.000 EUR
206 ㎡,594 ㎡,3.0,2.0,Suroeste,Calvià,2.450.000 EUR
,"1,51 ㏊",,,Noreste,Porto Cristo,650.000 EUR
,2.773 ㎡,,,Noreste,Manacor,330.000 EUR
447 ㎡,7.051 ㎡,4.0,3.0,Son Vida & Palma Alrededores,Establiments,1.995.000 EUR
,"2,56 ㏊",,,Central,Santa Eugenia,330.000 EUR
137 ㎡,"1,54 ㏊",2.0,2.0,Norte,Campanet,1.150.000 EUR
1.063 ㎡,2.000 ㎡,6.0,8.0,Suroeste,Port Andratx,16.900.000 EUR
525 ㎡,"1,66 ㏊",5.0,4.0,Sureste,Ses Salines,4.295.000 EUR
,8.766 ㎡,,,Central,Puntiró,389.000 EUR
523 ㎡,1.374 ㎡,4.0,4.0,Suroeste,Port Adriano,11.900.000 EUR
236 ㎡,"1,77 ㏊",2.0,2.0,Noreste,Capdepera,995.000 EUR
748 ㎡,2.095 ㎡,5.0,6.0,Son Vida & Palma Alrededores,Son Vida,8.900.000 EUR
119 ㎡,159 ㎡,2.0,2.0,Norte,Santa Margalida,645.000 EUR
,1.650 ㎡,,,Suroeste,Cala Vinyes,1.550.000 EUR
,402 ㎡,,,Noreste,Colonia de St. Pere,1.150.000 EUR
653 ㎡,2.227 ㎡,5.0,3.0,Son Vida & Palma Alrededores,Son Vida,8.950.000 EUR
2.400 ㎡,32 ㏊,25.0,28.0,Sur,Llucmajor,25.000.000 EUR
387 ㎡,,9.0,4.0,Palma,Palma Catedral - Casco Antiguo,2.700.000 EUR
332 ㎡,4.652 ㎡,4.0,4.0,Suroeste,S'Arraco,2.300.000 EUR
248 ㎡,8.071 ㎡,4.0,4.0,Suroeste,Port Andratx,3.950.000 EUR
,2.130 ㎡,,,Son Vida & Palma Alrededores,Son Vida,2.500.000 EUR
,"4,83 ㏊",,,Central,Costitx,965.000 EUR
228 ㎡,392 ㎡,4.0,2.0,Suroeste,Port Andratx,3.200.000 EUR
350 ㎡,"1,64 ㏊",5.0,4.0,Norte,Alcudia,4.500.000 EUR
431 ㎡,2.134 ㎡,7.0,6.0,Sur,Cala Pi,6.000.000 EUR
149 ㎡,,2.0,2.0,Suroeste,Portals,3.200.000 EUR
300 ㎡,"3,37 ㏊",4.0,4.0,Noreste,Artá,A Consultar
415 ㎡,1.029 ㎡,3.0,3.0,Central,Algaida,1.390.000 EUR
123 ㎡,,3.0,2.0,Central,Santa María,895.000 EUR
474 ㎡,8.235 ㎡,6.0,5.0,Central,S'Aranjassa,2.200.000 EUR
135 ㎡,,3.0,2.0,Palma,Paseo Marítimo,3.660.000 EUR
128 ㎡,,3.0,3.0,Palma,Paseo Marítimo,4.750.000 EUR
102 ㎡,,3.0,3.0,Palma,Paseo Marítimo,2.050.000 EUR
81 ㎡,,2.0,2.0,Palma,Paseo Marítimo,1.320.000 EUR
,7.804 ㎡,,,Suroeste,Camp de Mar,19.000.000 EUR
425 ㎡,1.825 ㎡,5.0,5.0,Sur,Sa Torre,3.000.000 EUR
98 ㎡,,3.0,2.0,Suroeste,Portals,3.350.000 EUR
270 ㎡,470 ㎡,3.0,4.0,Norte,Puerto Alcudia - Alcanada,3.195.000 EUR
398 ㎡,1.050 ㎡,5.0,5.0,Suroeste,Costa d'en Blanes,5.400.000 EUR
90 ㎡,,3.0,1.0,Palma,Palma Catedral - Casco Antiguo,450.000 EUR
471 ㎡,1.842 ㎡,5.0,4.0,Suroeste,Cas Catalá,4.950.000 EUR
150 ㎡,"1,42 ㏊",3.0,2.0,Sureste,Santanyí,1.850.000 EUR
153 ㎡,,3.0,2.0,Suroeste,Santa Ponsa,1.995.000 EUR
,1.155 ㎡,,,Suroeste,Port Andratx,7.900.000 EUR
471 ㎡,"2,32 ㏊",6.0,5.0,Central,Sineu,2.500.000 EUR
721 ㎡,3.374 ㎡,5.0,3.0,Central,Santa Eugenia,6.950.000 EUR
792 ㎡,"1,77 ㏊",7.0,5.0,Sureste,Santanyí,3.500.000 EUR
481 ㎡,1.155 ㎡,7.0,7.0,Suroeste,Port Andratx,7.900.000 EUR
350 ㎡,7.351 ㎡,5.0,3.0,Son Vida & Palma Alrededores,Esporles,1.650.000 EUR
212 ㎡,316 ㎡,4.0,3.0,Sur,Las Palmeras,895.000 EUR
720 ㎡,"2,03 ㏊",4.0,5.0,Son Vida & Palma Alrededores,Establiments,3.950.000 EUR
999 ㎡,5.252 ㎡,8.0,6.0,Central,Santa María,8.975.000 EUR
1.045 ㎡,"5,36 ㏊",5.0,5.0,Sureste,Santanyí,5.490.000 EUR
143 ㎡,198 ㎡,3.0,2.0,Norte,Muro,590.000 EUR
300 ㎡,1.601 ㎡,4.0,4.0,Noreste,Costa de Los Pinos,3.500.000 EUR
492 ㎡,"6,04 ㏊",4.0,4.0,Suroeste,Port Andratx,15.750.000 EUR
64 ㎡,,2.0,2.0,Palma,San Agustin,695.000 EUR
172 ㎡,,4.0,3.0,Palma,Palma City Centre,1.750.000 EUR
319 ㎡,"6,16 ㏊",4.0,3.0,Central,Selva,3.950.000 EUR
224 ㎡,1.291 ㎡,4.0,2.0,Son Vida & Palma Alrededores,Establiments,1.200.000 EUR
490 ㎡,750 ㎡,4.0,4.0,Suroeste,Bendinat,7.800.000 EUR
,"7,13 ㏊",,,Sureste,Santanyí,750.000 EUR
580 ㎡,1.516 ㎡,6.0,6.0,Suroeste,Santa Ponsa,4.495.000 EUR
844 ㎡,2.152 ㎡,6.0,9.0,Suroeste,Santa Ponsa,8.900.000 EUR
182 ㎡,,3.0,3.0,Palma,Palma City Centre,1.275.000 EUR
,"1,45 ㏊",,,Sur,Llucmajor,650.000 EUR
240 ㎡,686 ㎡,3.0,2.0,Sureste,Santanyí,2.700.000 EUR
275 ㎡,1.620 ㎡,3.0,3.0,Norte,Alcudia - Bonaire,1.950.000 EUR
256 ㎡,124 ㎡,4.0,4.0,Sureste,Portocolom,3.300.000 EUR
206 ㎡,153 ㎡,3.0,3.0,Sur,Llucmajor,770.000 EUR
172 ㎡,263 ㎡,3.0,2.0,Oeste,Puerto de Sóller,2.495.000 EUR
356 ㎡,212 ㎡,5.0,2.0,Central,Lloseta,540.000 EUR
,2.226 ㎡,,,Son Vida & Palma Alrededores,Son Vida,4.500.000 EUR
866 ㎡,2.612 ㎡,5.0,5.0,Suroeste,Cala Vinyes,7.500.000 EUR
,989 ㎡,,,Noreste,Canyamel,120.000 EUR
,915 ㎡,,,Norte,Sa Pobla,325.000 EUR
331 ㎡,331 ㎡,4.0,3.0,Sureste,Santanyí,990.000 EUR
268 ㎡,,3.0,4.0,Suroeste,Paguera,4.650.000 EUR
263 ㎡,207 ㎡,4.0,2.0,Sur,Llucmajor,799.000 EUR
253 ㎡,312 ㎡,4.0,3.0,Central,Alaró,1.275.000 EUR
171 ㎡,,3.0,2.0,Suroeste,Port Andratx,2.950.000 EUR
405 ㎡,1.160 ㎡,4.0,4.0,Suroeste,Costa d'en Blanes,4.250.000 EUR
329 ㎡,500 ㎡,4.0,3.0,Noreste,Capdepera,1.350.000 EUR
342 ㎡,678 ㎡,3.0,4.0,Suroeste,Portals,5.500.000 EUR
,1.022 ㎡,,,Suroeste,Port Andratx,2.150.000 EUR
877 ㎡,492 ㎡,7.0,2.0,Central,Alaró,1.980.000 EUR
175 ㎡,,4.0,3.0,Palma,Portixol & Molinar,2.800.000 EUR
207 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,2.950.000 EUR
157 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.750.000 EUR
146 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.400.000 EUR
,382 ㎡,,,Palma,Son Espanyolet,990.000 EUR
175 ㎡,,4.0,2.0,Suroeste,Port Andratx,3.200.000 EUR
512 ㎡,2.025 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Son Vida,4.995.000 EUR
153 ㎡,229 ㎡,4.0,3.0,Noreste,Capdepera,1.150.000 EUR
476 ㎡,"1,51 ㏊",4.0,3.0,Central,Alaró,2.600.000 EUR
643 ㎡,270 ㎡,4.0,4.0,Oeste,Sóller,1.980.000 EUR
665 ㎡,"1,98 ㏊",4.0,5.0,Son Vida & Palma Alrededores,Establiments,1.525.000 EUR
,1.234 ㎡,,,Sur,Sa Torre,470.000 EUR
,"2,72 ㏊",,,Noreste,Manacor,1.100.000 EUR
,"2,64 ㏊",,,Central,Llubí,296.000 EUR
,"2,81 ㏊",,,Central,Costitx,610.000 EUR
191 ㎡,"1,42 ㏊",2.0,2.0,Suroeste,Andratx,1.200.000 EUR
432 ㎡,1.710 ㎡,7.0,3.0,Oeste,Sóller,2.990.000 EUR
126 ㎡,,3.0,2.0,Palma,Santa Catalina,695.000 EUR
230 ㎡,717 ㎡,4.0,5.0,Suroeste,Port Andratx,3.900.000 EUR
272 ㎡,1.285 ㎡,6.0,6.0,Suroeste,Port Andratx,6.500.000 EUR
340 ㎡,"2,13 ㏊",4.0,4.0,Sureste,Cas Concos,2.980.000 EUR
328 ㎡,538 ㎡,5.0,5.0,Oeste,Puerto de Sóller,6.450.000 EUR
226 ㎡,"2,1 ㏊",3.0,3.0,Noreste,Manacor,3.240.000 EUR
282 ㎡,,3.0,3.0,Suroeste,Port Andratx,3.950.000 EUR
176 ㎡,1.372 ㎡,3.0,2.0,Sur,Cala Pi,3.500.000 EUR
672 ㎡,2.080 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,5.350.000 EUR
636 ㎡,2.000 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,5.350.000 EUR
423 ㎡,1.334 ㎡,4.0,5.0,Suroeste,Costa d'en Blanes,5.200.000 EUR
3.835 ㎡,"31,68 ㏊",,,Son Vida & Palma Alrededores,Establiments,8.000.000 EUR
271 ㎡,,4.0,4.0,Palma,Portixol & Molinar,2.950.000 EUR
369 ㎡,"1,65 ㏊",4.0,5.0,Central,Alaró,3.200.000 EUR
173 ㎡,387 ㎡,3.0,3.0,Sur,Bahía Grande / Bahía Azul,1.400.000 EUR
173 ㎡,387 ㎡,3.0,3.0,Sur,Bahía Grande / Bahía Azul,1.400.000 EUR
391 ㎡,,4.0,4.0,Son Vida & Palma Alrededores,Palmanyola,2.980.000 EUR
78 ㎡,,2.0,2.0,Palma,Portixol & Molinar,755.000 EUR
290 ㎡,1.000 ㎡,4.0,4.0,Suroeste,Port Andratx,11.000.000 EUR
875 ㎡,2.847 ㎡,9.0,8.0,Suroeste,Port Andratx,26.000.000 EUR
425 ㎡,3.833 ㎡,5.0,3.0,Son Vida & Palma Alrededores,Establiments,1.695.000 EUR
1.333 ㎡,4.657 ㎡,13.0,12.0,Suroeste,Port Andratx,41.000.000 EUR
,991 ㎡,,,Norte,Sa Pobla,175.000 EUR
265 ㎡,560 ㎡,3.0,3.0,Sureste,Cala Murada,1.195.000 EUR
416 ㎡,1.332 ㎡,4.0,4.0,Suroeste,Port Andratx,11.650.000 EUR
451 ㎡,1.723 ㎡,5.0,6.0,Suroeste,Capdella,4.500.000 EUR
300 ㎡,"1,75 ㏊",4.0,3.0,Noreste,San Lorenzo,2.690.000 EUR
716 ㎡,"12,48 ㏊",3.0,4.0,Central,Inca,3.500.000 EUR
341 ㎡,1.147 ㎡,4.0,6.0,Suroeste,Bendinat,7.200.000 EUR
125 ㎡,,4.0,3.0,Palma,Playa de Palma & Arenal,1.145.000 EUR
210 ㎡,,6.0,4.0,Palma,Portixol & Molinar,3.400.000 EUR
399 ㎡,1.749 ㎡,3.0,3.0,Central,Bunyola,1.350.000 EUR
270 ㎡,,3.0,2.0,Palma,Portixol & Molinar,3.700.000 EUR
575 ㎡,305 ㎡,6.0,3.0,Oeste,Sóller,1.700.000 EUR
437 ㎡,600 ㎡,4.0,4.0,Sureste,Ses Salines,2.750.000 EUR
144 ㎡,,3.0,2.0,Palma,Son Armadams,2.600.000 EUR
324 ㎡,,5.0,4.0,Palma,Playa de Palma & Arenal,1.390.000 EUR
79 ㎡,,2.0,2.0,Palma,Santa Catalina,2.399.000 EUR
103 ㎡,,3.0,2.0,Palma,Santa Catalina,2.599.000 EUR
70 ㎡,,2.0,2.0,Palma,Santa Catalina,989.000 EUR
51 ㎡,,1.0,1.0,Palma,Santa Catalina,549.000 EUR
97 ㎡,,3.0,2.0,Palma,Santa Catalina,1.399.000 EUR
305 ㎡,814 ㎡,6.0,4.0,Noreste,Sa Coma,1.100.000 EUR
96 ㎡,,2.0,2.0,Sureste,Sa Rapita,695.000 EUR
429 ㎡,"2,31 ㏊",4.0,4.0,Sureste,Santanyí,3.690.000 EUR
126 ㎡,,3.0,3.0,Sureste,Sa Rapita,745.000 EUR
230 ㎡,936 ㎡,4.0,2.0,Sur,Bahía Grande / Bahía Azul,3.400.000 EUR
669 ㎡,2.335 ㎡,5.0,7.0,Central,Son Gual,6.900.000 EUR
205 ㎡,997 ㎡,4.0,3.0,Suroeste,Santa Ponsa,2.950.000 EUR
631 ㎡,"8,27 ㏊",6.0,4.0,Suroeste,Capdella,9.600.000 EUR
288 ㎡,170 ㎡,4.0,3.0,Noreste,Artá,1.150.000 EUR
732 ㎡,"1,59 ㏊",5.0,5.0,Central,Santa María,8.750.000 EUR
300 ㎡,3.000 ㎡,4.0,2.0,Central,Costitx,569.000 EUR
760 ㎡,1.218 ㎡,5.0,5.0,Suroeste,Bendinat,13.900.000 EUR
310 ㎡,1.291 ㎡,5.0,3.0,Son Vida & Palma Alrededores,Palmanyola,1.700.000 EUR
376 ㎡,8.193 ㎡,6.0,5.0,Oeste,Banyalbufar,6.295.000 EUR
305 ㎡,,3.0,2.0,Oeste,Sóller,1.099.000 EUR
357 ㎡,822 ㎡,5.0,3.0,Palma,Playa de Palma & Arenal,857.000 EUR
2.425 ㎡,2.425 ㎡,,,Suroeste,Santa Ponsa,A Consultar
2.454 ㎡,2.454 ㎡,,,Suroeste,Santa Ponsa,A Consultar
1.260 ㎡,1.260 ㎡,,,Suroeste,Port Adriano,A Consultar
202 ㎡,,5.0,4.0,Palma,Paseo Marítimo,2.290.000 EUR
1.480 ㎡,2.070 ㎡,5.0,8.0,Son Vida & Palma Alrededores,Son Vida,A Consultar
189 ㎡,,4.0,5.0,Suroeste,Portals,1.495.000 EUR
568 ㎡,3.241 ㎡,8.0,6.0,Central,Sa Coma - Bunyola,1.750.000 EUR
208 ㎡,523 ㎡,3.0,3.0,Sureste,Cala Murada,1.495.000 EUR
,"1,58 ㏊",,,Sureste,Felanitx,455.000 EUR
376 ㎡,118 ㎡,5.0,3.0,Palma,Santa Catalina,4.400.000 EUR
916 ㎡,5.198 ㎡,2.0,4.0,Son Vida & Palma Alrededores,Palmanyola,A Consultar
,1.223 ㎡,,,Son Vida & Palma Alrededores,Puigpunyent & Galilea,1.350.000 EUR
152 ㎡,,3.0,2.0,Oeste,Puerto de Sóller,1.100.000 EUR
,1.450 ㎡,,,Suroeste,Costa de la Calma,1.000.000 EUR
113 ㎡,,2.0,2.0,Suroeste,Port Andratx,895.000 EUR
717 ㎡,11.754 ㎡,4.0,4.0,Central,Inca,2.375.000 EUR
168 ㎡,,3.0,2.0,Suroeste,Cala Vinyes,1.390.000 EUR
190 ㎡,,3.0,2.0,Palma,Paseo Marítimo,1.550.000 EUR
503 ㎡,1.087 ㎡,5.0,5.0,Sur,Bahía Grande / Bahía Azul,3.250.000 EUR
146 ㎡,"4,28 ㏊",4.0,2.0,Sur,Llucmajor,865.000 EUR
300 ㎡,"1,56 ㏊",4.0,3.0,Noreste,Capdepera,2.980.000 EUR
171 ㎡,1.000 ㎡,3.0,2.0,Norte,Sa Pobla,1.050.000 EUR
220 ㎡,1.010 ㎡,2.0,1.0,Oeste,Valldemossa,830.000 EUR
,964 ㎡,,,Norte,Sa Pobla,350.000 EUR
68 ㎡,,2.0,2.0,Suroeste,Port Andratx,799.000 EUR
203 ㎡,11.525 ㎡,3.0,2.0,Central,Alaró,1.995.000 EUR
421 ㎡,"2,25 ㏊",4.0,4.0,Central,Biniali,3.995.000 EUR
368 ㎡,3.515 ㎡,4.0,2.0,Sur,Llucmajor,750.000 EUR
354 ㎡,"1,71 ㏊",4.0,4.0,Sureste,Ses Salines,2.400.000 EUR
512 ㎡,874 ㎡,4.0,4.0,Suroeste,Santa Ponsa,9.890.000 EUR
760 ㎡,1.740 ㎡,6.0,4.0,Suroeste,Sol de Mallorca,4.950.000 EUR
219 ㎡,3.467 ㎡,5.0,2.0,Suroeste,Port Andratx,4.300.000 EUR
522 ㎡,"2,09 ㏊",4.0,4.0,Sureste,Cala Mondrago,3.999.999 EUR
273 ㎡,,3.0,4.0,Suroeste,Paguera,3.060.000 EUR
226 ㎡,,3.0,4.0,Suroeste,Paguera,2.630.000 EUR
296 ㎡,,3.0,4.0,Suroeste,Paguera,4.450.000 EUR
367 ㎡,"1,84 ㏊",5.0,5.0,Sureste,Es Carritxo,3.500.000 EUR
377 ㎡,1.446 ㎡,4.0,4.0,Sur,Bahía Grande / Bahía Azul,3.875.000 EUR
356 ㎡,1.141 ㎡,5.0,4.0,Palma,Genova,4.995.000 EUR
260 ㎡,400 ㎡,4.0,4.0,Sureste,Cala Mondrago,1.900.000 EUR
327 ㎡,666 ㎡,6.0,4.0,Norte,Puerto Alcudia - Alcanada,4.300.000 EUR
663 ㎡,"1,73 ㏊",6.0,6.0,Central,Santa María,6.800.000 EUR
,1.000 ㎡,,,Norte,Sa Pobla,295.000 EUR
388 ㎡,"1,42 ㏊",5.0,4.0,Sureste,Es Llombards,1.950.000 EUR
300 ㎡,9.378 ㎡,4.0,4.0,Noreste,Capdepera,1.800.000 EUR
564 ㎡,"2,89 ㏊",4.0,4.0,Norte,Pollensa,4.000.000 EUR
330 ㎡,1.003 ㎡,5.0,4.0,Suroeste,Costa d'en Blanes,4.500.000 EUR
221 ㎡,205 ㎡,3.0,5.0,Central,Biniali,1.195.000 EUR
540 ㎡,2.500 ㎡,6.0,6.0,Suroeste,Port Andratx,12.900.000 EUR
759 ㎡,1.654 ㎡,7.0,6.0,Suroeste,Port Adriano,26.000.000 EUR
377 ㎡,7.110 ㎡,3.0,2.0,Sureste,Es Carritxo,2.850.000 EUR
168 ㎡,,2.0,2.0,Suroeste,Cas Catalá,2.900.000 EUR
218 ㎡,257 ㎡,3.0,4.0,Central,Llubí,1.320.000 EUR
386 ㎡,"1,42 ㏊",4.0,5.0,Sureste,Santanyí,3.980.000 EUR
78 ㎡,,2.0,2.0,Palma,Paseo Marítimo,650.000 EUR
82 ㎡,,2.0,2.0,Suroeste,Port Andratx,1.699.000 EUR
295 ㎡,7.500 ㎡,4.0,4.0,Central,Puntiró,4.500.000 EUR
650 ㎡,"1,52 ㏊",4.0,5.0,Central,Alaró,8.495.000 EUR
112 ㎡,,3.0,2.0,Palma,La Bonanova,740.000 EUR
170 ㎡,,4.0,2.0,Suroeste,Sol de Mallorca,1.650.000 EUR
501 ㎡,1.030 ㎡,5.0,5.0,Suroeste,Andratx,19.850.000 EUR
108 ㎡,,3.0,2.0,Norte,Puerto Pollensa,795.000 EUR
135 ㎡,,2.0,2.0,Norte,Puerto Pollensa,550.000 EUR
163 ㎡,,4.0,3.0,Palma,San Agustin,2.250.000 EUR
133 ㎡,,2.0,2.0,Suroeste,Port Andratx,1.500.000 EUR
127 ㎡,,2.0,2.0,Suroeste,Port Andratx,1.450.000 EUR
110 ㎡,,2.0,2.0,Palma,Playa de Palma & Arenal,1.675.000 EUR
110 ㎡,,2.0,2.0,Palma,Playa de Palma & Arenal,1.575.000 EUR
,1.803 ㎡,,,Noreste,Costa de Los Pinos,3.200.000 EUR
163 ㎡,,4.0,3.0,Palma,San Agustin,3.390.000 EUR
339 ㎡,,3.0,5.0,Suroeste,Port Andratx,3.750.000 EUR
259 ㎡,190 ㎡,3.0,2.0,Central,Santa María,2.150.000 EUR
281 ㎡,206 ㎡,3.0,2.0,Central,Santa María,2.450.000 EUR
398 ㎡,2.000 ㎡,4.0,5.0,Central,Son Gual,2.450.000 EUR
,2.000 ㎡,,,Central,Son Gual,815.000 EUR
220 ㎡,"1,43 ㏊",3.0,4.0,Norte,Pollensa,1.800.000 EUR
122 ㎡,,3.0,2.0,Palma,Paseo Marítimo,2.890.000 EUR
117 ㎡,,2.0,2.0,Palma,Paseo Marítimo,2.450.000 EUR
122 ㎡,,3.0,2.0,Palma,Paseo Marítimo,2.520.000 EUR
117 ㎡,,2.0,2.0,Palma,Paseo Marítimo,2.100.000 EUR
592 ㎡,"6,15 ㏊",5.0,6.0,Norte,Pollensa,A Consultar
303 ㎡,8.629 ㎡,3.0,3.0,Central,Puntiró,3.200.000 EUR
350 ㎡,"1,43 ㏊",5.0,5.0,Sureste,Es Llombards,3.200.000 EUR
377 ㎡,"1,64 ㏊",4.0,4.0,Noreste,Colonia de St. Pere,4.900.000 EUR
,3.191 ㎡,,,Son Vida & Palma Alrededores,Son Vida,2.750.000 EUR
,2.574 ㎡,,,Son Vida & Palma Alrededores,Son Vida,2.700.000 EUR
,"2,22 ㏊",,,Sur,Llucmajor,625.000 EUR
281 ㎡,,4.0,3.0,Noreste,Son Servera,1.750.000 EUR
560 ㎡,1.000 ㎡,4.0,5.0,Suroeste,Costa d'en Blanes,5.950.000 EUR
550 ㎡,1.415 ㎡,3.0,3.0,Sureste,Portopetro,4.500.000 EUR
378 ㎡,275 ㎡,3.0,3.0,Central,Montuiri,390.000 EUR
518 ㎡,2.585 ㎡,5.0,6.0,Suroeste,Port Andratx,17.900.000 EUR
,"1,49 ㏊",,,Sureste,Felanitx,325.000 EUR
490 ㎡,1.520 ㎡,5.0,7.0,Suroeste,Port Andratx,9.700.000 EUR
82 ㎡,,3.0,2.0,Suroeste,Portals,798.000 EUR
496 ㎡,8.257 ㎡,4.0,5.0,Central,Son Gual,4.800.000 EUR
243 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,2.900.000 EUR
84 ㎡,,2.0,2.0,Palma,San Agustin,745.000 EUR
,"2,5 ㏊",,,Central,Binissalem,1.250.000 EUR
354 ㎡,"2,08 ㏊",3.0,2.0,Sur,Llucmajor,1.600.000 EUR
240 ㎡,349 ㎡,5.0,5.0,Central,Alaró,1.850.000 EUR
386 ㎡,900 ㎡,5.0,6.0,Suroeste,Costa d'en Blanes,3.495.000 EUR
,1.305 ㎡,,,Norte,Santa Margalida,400.000 EUR
,"2,12 ㏊",,,Norte,Muro,295.000 EUR
231 ㎡,800 ㎡,6.0,6.0,Suroeste,Port Andratx,7.900.000 EUR
271 ㎡,"1,96 ㏊",5.0,5.0,Noreste,Capdepera,3.380.000 EUR
123 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.295.000 EUR
122 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.592.000 EUR
602 ㎡,8.875 ㎡,6.0,6.0,Central,Santa María,2.985.000 EUR
280 ㎡,6.280 ㎡,6.0,2.0,Oeste,Deià,2.000.000 EUR
,2.507 ㎡,,,Son Vida & Palma Alrededores,Son Vida,4.980.000 EUR
236 ㎡,450 ㎡,3.0,3.0,Suroeste,Andratx,3.500.000 EUR
532 ㎡,6 ㏊,6.0,5.0,Sureste,Son Macia,3.500.000 EUR
571 ㎡,1.506 ㎡,4.0,4.0,Suroeste,Santa Ponsa,14.900.000 EUR
686 ㎡,2.000 ㎡,6.0,7.0,Son Vida & Palma Alrededores,Son Vida,10.950.000 EUR
85 ㎡,,2.0,3.0,Suroeste,Portals,890.000 EUR
107 ㎡,,3.0,2.0,Sureste,Colonia de Sant Jordi,660.000 EUR
107 ㎡,,3.0,2.0,Sureste,Colonia de Sant Jordi,640.000 EUR
117 ㎡,,3.0,1.0,Sureste,Colonia de Sant Jordi,680.000 EUR
211 ㎡,885 ㎡,3.0,3.0,Suroeste,Sol de Mallorca,3.400.000 EUR
580 ㎡,2.363 ㎡,6.0,6.0,Suroeste,Bendinat,29.500.000 EUR
186 ㎡,,3.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.290.000 EUR
116 ㎡,,3.0,2.0,Palma,Palma Catedral - Casco Antiguo,800.000 EUR
155 ㎡,,4.0,3.0,Suroeste,Santa Ponsa,2.820.000 EUR
155 ㎡,,4.0,3.0,Suroeste,Santa Ponsa,1.668.300 EUR
284 ㎡,1.474 ㎡,4.0,4.0,Suroeste,Palmanova,8.200.000 EUR
